Property_name,Property_type,Property_size,Total_rooms,Bedrooms,Bathrooms,Location,Price(Euros)
Paris 16 Loft 204 m²,,201 m²,3,3,,"Paris 16th Arrondissement (Passy, sud)","€ 17,50,000"
Paris 16th Century - Spontini Longchamp,,197 m²,6,4,2,"Paris 16th Arrondissement (Passy, sud)","€ 23,00,000"
Paris - Xvi - Top Floor Apartment with Terrace of 190m²,Apartment,180 m²,4,2,2,"Paris 16th Arrondissement (Passy, sud)","€ 52,50,000"
Fully Refurbished Reception Apartement - Parc Monceau,,259 m²,5,5,,Paris 8th Arrondissement (Élysée),"€ 49,44,000"
Paris Vi Saint Germain: Furnished Studio,Studio,19 m²,1,1,,Paris 6th Arrondissement (Luxembourg),"€ 3,89,000"
4 Room(s) Apartment for Sale in Saint-Ouen-Sur-Seine,Apartment,133 m²,4,2,2,"Seine-Saint-Denis (93), Saint-Ouen-sur-Seine","€ 8,45,000"
Paris Vii - Furnished Studio,,14 m²,,,,Paris 7th Arrondissement (Palais-Bourbon),"€ 3,15,000"
Paris V - Val De Grace - 3 Room Loft and Terrace,,68 m²,2,1,1,Paris 5th Arrondissement (Panthéon),"€ 8,64,000"
Apartment with Terrace Near Stade De France,Apartment,85 m²,5,3,2,"Seine-Saint-Denis (93), Saint-Denis","€ 2,98,000"
Closed Garage Box,,,,0,,Paris 18th Arrondissement (Butte-Montmartre),"€34,000"
"Apartment 62.6 m², Notre Dame Des Champs, Paris 6ie",Apartment,62.6 m²,2,1,1,Paris 6th Arrondissement (Luxembourg),"€ 9,06,250"
Paris Viii- Montaigne,,118 m²,3,2,1,Paris 8th Arrondissement (Élysée),"€ 43,00,000"
Exceptional Apartment with Eiffel Tower View- Seine- Paris,Apartment,111 m²,4,3,1,Paris 15th Arrondissement (Vaugirard),"€ 31,00,000"
7 Room Family Apartment High Floor,Apartment,187 m²,5,4,1,"Paris 16th Arrondissement (Passy, sud)","€ 21,40,000"
Elegant Duplex - Top Floors,,151 m²,3,3,,Paris 8th Arrondissement (Élysée),"€ 21,00,000"
Paris 18th - Folie Sandrin - Exceptional Property,,110 m²,3,2,1,Paris 18th Arrondissement (Butte-Montmartre),"€ 19,30,000"
Paris Vii. Saint Francois Xavier.,,76 m²,3,2,1,Paris 7th Arrondissement (Palais-Bourbon),"€ 18,00,000"
Paris Xvii - Large Family Reception Apartment with an Exterior,Apartment,133 m²,4,3,1,Paris 17th Arrondissement (Batignolles-Monceau),"€ 16,65,000"
Paris Viii - Reception Apartment 5 Rooms,Apartment,130 m²,4,3,1,Paris 8th Arrondissement (Élysée),"€ 14,95,000"
Triumphal Arch,,111 m²,3,3,,Paris 17th Arrondissement (Batignolles-Monceau),"€ 12,95,000"
Paris Xvi - Victor Hugo,,75 m²,3,2,1,"Paris 16th Arrondissement (Passy, sud)","€ 8,90,000"
Paris Vi - Monnaie - Two-Room Apartment,Apartment,31 m²,2,1,1,Paris 6th Arrondissement (Luxembourg),"€ 4,23,000"
2P to Renovate,,30 m²,1,1,,Paris 15th Arrondissement (Vaugirard),"€ 2,95,000"
Rue Lauriston - Sale Occupied Lodge,,21 m²,1,1,,"Paris 16th Arrondissement (Passy, sud)","€ 2,05,000"
Mansion 8 Min. From the Palace of Versailles and 30 Min. From Paris.,,250 m²,8,5,3,Paris,"€ 19,90,000"
Mansion 30 Min. From Paris with Pool and Terrace,,320 m²,10,5,5,Paris,"€ 20,00,000"
Garden Level at the Butte Montmartre.,,85 m²,2,2,,Paris 18th Arrondissement (Butte-Montmartre),"€ 19,90,000"
Town House in the Heart of Garches,,99 m²,5,4,1,"Hauts-de-Seine (92), Garches","€ 6,95,000"
Paris Iv - Port De L'arsenal - 2 Bedroom Boat,,60 m²,2,2,,Paris 4th Arrondissement (Hôtel-de-Ville),"€ 4,80,000"
Prime Location New Project in Suresnes and Seine River,,,,0,,"Hauts-de-Seine (92), Suresnes","€ 3,71,000"
2 Room Apartment,Apartment,36 m²,1,1,,"Val-de-Marne (94), Ivry-sur-Seine","€ 2,19,000"
"Castle 30 Min. From Paris, 15 Min. From Charles De Gaulle Airport",,1000 m²,20,15,5,Paris,"€ 29,39,000"
1 Room(s) Apartment for Sale in Paris Ix,Apartment,26 m²,2,1,1,Paris 9th Arrondissement (Opéra),"€ 3,00,000"
"Paris, a Short Walk from the Luxembourg Garden",,164 m²,6,4,2,Paris 5th Arrondissement (Panthéon),"€ 21,50,000"
3-Room Apartment at the Foot of the Basilica,Apartment,57 m²,3,2,1,"Seine-Saint-Denis (93), Saint-Denis","€ 2,80,000"
4 Room(s) Apartment for Sale in Paris 17E Arrondissement,Apartment,67 m²,3,2,1,Paris 17th Arrondissement (Batignolles-Monceau),"€ 8,30,000"
Paris 16th - Exceptional Apartment,Apartment,248 m²,5,3,2,"Paris 16th Arrondissement (Passy, sud)","€ 45,20,000"
"Private Mansion, Passy-Maison De la Radio",,260 m²,8,5,3,"Paris 16th Arrondissement (Passy, sud)","€ 39,90,000"
Residence in the Heart of Paris 15th District - Live to the Rhythm of the Seine,,111 m²,3,3,,Paris 15th Arrondissement (Vaugirard),"€ 29,15,000"
Paris 16th - Avenue Foch - Victor Hugo,,101 m²,3,2,1,"Paris 16th Arrondissement (Passy, sud)","€ 21,00,000"
Paris Viii - Rue Berri - Private Car Park 11 Spaces,,,,0,,Paris 8th Arrondissement (Élysée),"€ 20,00,000"
Paris Vii - Charles Floquet - 5-Room Family Apartment,Apartment,112 m²,4,3,1,Paris 7th Arrondissement (Palais-Bourbon),"€ 18,70,000"
Paris 8th - 3-Bedroom Apartment,Apartment,144 m²,4,3,1,Paris 8th Arrondissement (Élysée),"€ 17,50,000"
Paris 16th - 2/3 Rooms Top Floor Terrace,,81 m²,2,1,1,"Paris 16th Arrondissement (Passy, sud)","€ 13,70,000"
Paris Xvi. Iena. High Floor Apartment.,Apartment,72 m²,2,2,,"Paris 16th Arrondissement (Passy, sud)","€ 12,00,000"
Paris 7th - Vaneau - Cheap - Large Grocery Store,,75 m²,3,2,1,Paris 7th Arrondissement (Palais-Bourbon),"€ 11,50,000"
"For Sale 3 Room, 2 Bedroom Apartment Muette - Oecd",Apartment,66 m²,3,2,1,"Paris 16th Arrondissement (Passy, sud)","€ 9,00,000"
Paris Viii Avenue Montaigne,,39 m²,1,1,,Paris 8th Arrondissement (Élysée),"€ 8,35,000"
Residence in the Heart of Paris 15th District - Live to the Rhythm of the Seine,Studio,65 m²,1,1,,Paris 15th Arrondissement (Vaugirard),"€ 8,54,000"
75m² High Floor Apartment.,Apartment,75 m²,3,2,1,Paris 15th Arrondissement (Vaugirard),"€ 7,00,000"
Paris 7th - Bon Marché - 2-Room Apartment,Apartment,46 m²,2,1,1,Paris 7th Arrondissement (Palais-Bourbon),"€ 6,95,000"
Apartment Paris i - Palais Royal - 3 Rooms,Apartment,52 m²,2,2,,Paris 1st Arrondissement (Louvre),"€ 6,90,000"
Paris Vi - Odéon/Luxembourg - Two Turnkey Rooms,,29 m²,1,1,,Paris 6th Arrondissement (Luxembourg),"€ 4,59,900"
1 Room(s) Apartment for Sale in Paris,Studio,15 m²,2,1,1,Paris 7th Arrondissement (Palais-Bourbon),"€ 2,15,000"
5 Room(s) Apartment for Sale in Paris 3E Arrondissement,Apartment,132 m²,5,3,2,Paris 3rd Arrondissement (Temple),"€ 13,75,000"
4 Room(s) Apartment for Sale in Paris 14E Arrondissement,Apartment,76 m²,3,2,1,Paris 14th Arrondissement (Observatoire),"€ 8,30,000"
Paris is 10 Minutes Away - Mansion 340 m².,,340 m²,12,8,4,Paris,"€ 28,80,000"
Paris 4th Arrondissement Apartment 130 m²,Apartment,130 m²,4,2,2,Paris 4th Arrondissement (Hôtel-de-Ville),"€ 15,50,000"
Сhateau 1 Hour from Paris and 50 Minutes from Versailles,,500 m²,12,6,6,Paris,"€ 22,00,000"
6 Room(s) Apartment for Sale in Paris,Apartment,237 m²,7,4,3,Paris 3rd Arrondissement (Temple),"€ 48,00,000"
Life Annuity House,,98 m²,3,3,,"Hauts-de-Seine (92), Suresnes","€ 5,60,000"
4 Room(s) Apartment for Sale in Puteaux,Apartment,95 m²,5,3,2,"Hauts-de-Seine (92), Puteaux","€ 7,12,000"
4 Room(s) Apartment for Sale in Paris,Apartment,81 m²,3,2,1,Paris 2nd Arrondissement (Bourse),"€ 9,95,000"
"Rare Opportunity to Acquire an Exceptional 3 Storey, 6 Bedroom Luxury Hotel with Indoor Pool, Ideally Located Near all a…",,688 m²,12,6,6,Paris 7th Arrondissement (Palais-Bourbon),"€ 2,10,00,000"
2 Room(s) Apartment for Sale in Paris,Apartment,32 m²,2,1,1,Paris 4th Arrondissement (Hôtel-de-Ville),"€ 5,37,000"
6 Room(s) Apartment for Sale in Enghien-Les-Bains,Apartment,173 m²,7,4,3,"Val-d'Oise (95), Enghien-les-Bains","€ 17,40,000"
7 Room(s) House for Sale in Croissy-Sur-Seine,,207 m²,7,5,2,"Yvelines (78), Croissy-sur-Seine","€ 13,28,000"
3 Room(s) Apartment for Sale in Paris,Apartment,60 m²,3,2,1,Paris 17th Arrondissement (Batignolles-Monceau),"€ 8,49,000"
Parking N 178,,,,0,,Paris 11th Arrondissement (Popincourt),"€32,500"
5 Parking Rooms,,136 m²,4,4,,"Paris 16th Arrondissement (Passy, sud)","€ 12,40,000"
8 Room(s) House for Sale in Saint-Maur-Des-Fossés,,357 m²,7,4,3,"Val-de-Marne (94), Saint-Maur-des-Fossés","€ 16,95,000"
2 Cellar Rooms,,52 m²,1,1,,"Val-de-Marne (94), Vincennes","€ 4,85,000"
2 Room(s) Apartment for Sale in Paris,Apartment,24 m²,2,1,1,Paris 11th Arrondissement (Popincourt),"€ 2,90,000"
Very Nice Furnished Apartment in a Chic District between Republi,Studio,18 m²,2,1,1,Paris 3rd Arrondissement (Temple),"€ 2,20,000"
3 Room(s) Apartment for Sale in Paris 5E Arrondissement,Apartment,45 m²,3,2,1,Paris 5th Arrondissement (Panthéon),"€ 5,80,000"
2 Room(s) Apartment for Sale in Paris,Studio,14 m²,2,1,1,Paris 6th Arrondissement (Luxembourg),"€ 1,50,000"
3 Room(s) Apartment for Sale in Paris 4E Arrondissement,Apartment,64 m²,2,1,1,Paris 4th Arrondissement (Hôtel-de-Ville),"€ 7,50,000"
3 Room(s) Apartment for Sale in Paris 16E Arrondissement,Apartment,88 m²,4,2,2,"Paris 16th Arrondissement (Passy, sud)","€ 16,00,000"
A Large Store of 186M2 in Saint-Denis - Rue Pietonne -,,186 m²,,0,,"Seine-Saint-Denis (93), Saint-Denis","€ 3,20,000"
3 Room(s) Apartment for Sale in Paris 17E Arrondissement,Apartment,116 m²,3,2,1,Paris 17th Arrondissement (Batignolles-Monceau),"€ 16,15,000"
3 Room(s) Apartment for Sale in Paris,Apartment,94 m²,4,2,2,"Paris 16th Arrondissement (Passy, sud)","€ 16,50,000"
3 Room(s) Apartment for Sale in Paris,Apartment,95 m²,4,2,2,"Paris 16th Arrondissement (Passy, sud)","€ 19,50,000"
3 Room(s) Apartment for Sale in Paris,Apartment,95 m²,4,2,2,"Paris 16th Arrondissement (Passy, sud)","€ 19,50,000"
5 Room(s) Apartment for Sale in Paris 9E Arrondissement,Apartment,132 m²,5,3,2,Paris 9th Arrondissement (Opéra),"€ 15,80,000"
6 Room(s) House for Sale in Nanterre,,192 m²,5,3,2,"Hauts-de-Seine (92), Nanterre","€ 9,50,000"
Maison Saint Denis Rue Catulienne,,175 m²,7,5,2,"Seine-Saint-Denis (93), Saint-Denis","€ 7,80,000"
4 Room(s) Apartment for Sale in Paris 4E Arrondissement,Apartment,64 m²,3,2,1,Paris 4th Arrondissement (Hôtel-de-Ville),"€ 9,45,000"
3 Room(s) Apartment for Sale in Suresnes,Apartment,63 m²,3,2,1,"Hauts-de-Seine (92), Suresnes","€ 4,98,000"
4-Room Apartment at the Foot of the Basilica,Apartment,67 m²,5,3,2,"Seine-Saint-Denis (93), Saint-Denis","€ 3,30,000"
Nan Room(s) Commercial for Sale in Paris 13E Arrondissement,,65 m²,,0,,Paris 13th Arrondissement (Gobelins),"€ 3,20,000"
5 Room(s) Apartment for Sale in Paris,Apartment,106 m²,5,3,2,Paris 14th Arrondissement (Observatoire),"€ 9,70,000"
8 Room(s) House for Sale in Créteil,,180 m²,8,5,3,"Val-de-Marne (94), Créteil","€ 9,95,000"
3 Bed Apartment for Sale in Suresnes,Apartment,84 m²,3,3,,"Hauts-de-Seine (92), Suresnes","€ 8,54,700"
"Paris, Ile De France - Alguesens - 2 Bed",,,3,2,1,Paris 13th Arrondissement (Gobelins),"€ 7,33,700"
"Paris, Ile De France - Alguesens - 3 Bed",,,5,3,2,Paris 13th Arrondissement (Gobelins),"€ 10,13,700"
"Paris, Ile De France - Alguesens - 4 Bed",,,6,4,2,Paris 13th Arrondissement (Gobelins),"€ 13,12,700"
"Paris, Ile De France - Alguesens - 1 Bed",,,2,1,1,Paris 13th Arrondissement (Gobelins),"€ 5,22,000"
4 Bed Apartment for Sale in Bezons,Apartment,94 m²,4,4,,"Val-d'Oise (95), Bezons","€ 3,95,000"
4 Room(s) Apartment for Sale in Clichy,Apartment,77 m²,4,3,1,"Hauts-de-Seine (92), Clichy","€ 3,90,000"
3 Room(s) Apartment for Sale in Paris,Apartment,71 m²,4,2,2,Paris 10th Arrondissement (Enclos-St-Laurent / Entrepôt),"€ 5,80,000"
Triplex Apartment with Terrace,Apartment,93 m²,5,3,2,"Seine-Saint-Denis (93), Saint-Denis","€ 4,95,000"
Charming Apartment Theater Gerard Philippe,Apartment,60 m²,3,2,1,"Seine-Saint-Denis (93), Saint-Denis","€ 3,49,000"
"Paris, Ile De France - Triptych - 3 Bed",,,5,3,2,Paris 14th Arrondissement (Observatoire),"€ 16,50,000"
"Paris, Ile De France - Triptych - 4 Bed",,,6,4,2,Paris 14th Arrondissement (Observatoire),"€ 20,00,000"
"Paris, Ile De France - Carré Parmentier - 2 Bed",,,3,2,1,Paris 11th Arrondissement (Popincourt),"€ 6,80,000"
"Paris, Ile De France - Carré Parmentier - 3 Bed",,,5,3,2,Paris 11th Arrondissement (Popincourt),"€ 18,00,000"
"Paris, Ile De France - Carré Parmentier - 1 Bed",,,2,1,1,Paris 11th Arrondissement (Popincourt),"€ 7,00,000"
Double Terrace Catulienne,,138 m²,8,4,4,"Seine-Saint-Denis (93), Saint-Denis","€ 6,49,000"
5-Room Duplex Apartment in the Historic Center of Saint Denis,Apartment,122 m²,6,4,2,"Seine-Saint-Denis (93), Saint-Denis","€ 4,90,000"
A Real Estate Complex with a 9.41% Profitability in Bobigny,,192 m²,9,8,1,"Seine-Saint-Denis (93), Bobigny","€ 6,20,000"
2 Room(s) Commercial for Sale in Paris 5E Arrondissement,,77 m²,,0,,Paris 5th Arrondissement (Panthéon),"€ 8,90,000"
"Paris, Ile De France - Square Invalides - Studio",Studio,,2,1,1,Paris 7th Arrondissement (Palais-Bourbon),"€ 3,46,000"
"Paris, Ile De France - the Arsenal - Studio",Studio,,2,1,1,Paris 4th Arrondissement (Hôtel-de-Ville),"€ 3,22,400"
"Paris, Ile De France - the Timeless - 2 Bed",,,3,2,1,"Hauts-de-Seine (92), Neuilly-sur-Seine","€ 4,81,052"
"Paris, Ile De France - the Timeless - 3 Bed",,,4,3,1,"Hauts-de-Seine (92), Neuilly-sur-Seine","€ 6,21,200"
Building of 450M2 Living Room + Land of 600 M2- Constructi,Studio,2081 m²,1,1,,"Seine-Saint-Denis (93), Pierrefitte-sur-Seine","€ 11,50,000"
Hotel Stains-650m²- 11 Rooms + 10 + 1 Housing Coffee Bar,,650 m²,11,11,,"Seine-Saint-Denis (93), Stains","€ 15,60,000"
