id,room_type,room_sharing,room_private,person_capacity,host_status,multi_listing,business_listing,cleanliness_rating,guest_satisfaction_rating,bedrooms,dist_city,dist_metro,attr_index,attr_index_norm,rest_index,rest_index_norm,longitude,latitude,price
6358,Entire home/apt,False,False,2,False,0,0,10,98,1,4.049569873,0.252414491,333.1929124,16.21971869,744.7983814,43.76400797,2.31535,48.88337,613.9901202
6359,Entire home/apt,False,False,4,False,1,0,10,95,2,5.699585311,0.385548851,306.6129218,14.92581371,515.8474074,30.31095477,2.2754,48.86147,793.7599030000001
6360,Entire home/apt,False,False,4,False,1,0,9,100,2,5.701824999,0.295059563,306.1099245,14.90132797,506.0358598,29.73443278,2.27557,48.8627,793.7599030000001
6361,Private room,False,True,2,True,0,0,10,98,1,5.461833677,0.481786262,321.1470913,15.63333218,522.265925,30.68810389,2.27834,48.85477,224.6248485
6362,Entire home/apt,False,False,4,True,0,0,10,95,1,3.361115198,0.17402144,609.9540852,29.69235933,1080.960068,63.516713,2.34065,48.88573,467.1917234
6363,Entire home/apt,False,False,2,False,0,0,9,87,0,3.944531549,0.185317458,323.6669695,15.755999,735.4466115,43.2145023,2.32779,48.888,219.964582
6364,Entire home/apt,False,False,2,True,1,0,10,97,1,3.542562162,0.275363982,389.9417576,18.98223336,993.6848927,58.38846411,2.33355,48.88581,254.9165812
6365,Entire home/apt,False,False,3,False,0,0,10,100,2,3.208483615,0.254693831,436.4488321,21.24618207,843.3839524,49.55685047,2.34626,48.88511,712.7877715
6366,Entire home/apt,False,False,5,True,0,0,10,95,2,3.453562885,0.175945621,322.0363857,15.67662274,690.9690084,40.60101894,2.35136,48.88762,510.0661758
6367,Private room,False,True,3,False,1,0,9,95,1,3.101387869,0.127592385,364.4966822,17.74357566,801.4070743,47.09030855,2.34925,48.88437,382.3748718
6368,Private room,False,True,2,False,0,0,9,89,1,3.514572284,0.163015033,337.8070941,16.44433551,712.9252511,41.8911576,2.34974,48.88812,291.9657004
6369,Entire home/apt,False,False,5,False,1,0,10,100,3,5.351173458,0.306831735,329.1026645,16.0206068,633.1022297,37.20079383,2.28592,48.87589,793.7599030000001
6370,Entire home/apt,False,False,3,False,0,1,8,79,0,5.613441915,0.180254651,314.6899513,15.31900079,521.1269728,30.62117958,2.27727,48.86492,660.8257992
6371,Entire home/apt,False,False,5,False,1,0,10,93,3,4.530542725,0.269372044,265.2670613,12.91311116,579.2778388,34.03809754,2.3294,48.8943,793.7599030000001
6372,Entire home/apt,False,False,3,False,0,0,10,100,1,3.641174857,0.15316863,498.4650682,24.26511155,901.7633761,52.98719837,2.33779,48.8878,312.7038867
6373,Entire home/apt,False,False,6,False,0,1,10,95,2,3.277513855,0.194505055,548.3291049,26.69247605,1046.336985,61.48227667,2.34132,48.88507,793.7599030000001
6374,Entire home/apt,False,False,2,False,1,0,8,83,0,7.224167407,0.11680077,174.9480725,8.516413217,349.9258007,20.561478,2.25802,48.83883,134.4486905
6375,Private room,False,True,2,False,1,0,10,100,1,3.184821389,0.187125214,480.9831778,23.41409902,1154.920591,67.86259906,2.34101,48.88415,793.7599030000001
6376,Entire home/apt,False,False,3,False,0,0,10,97,2,3.718831297,0.079552804,301.1118172,14.65802179,642.4154327,37.74803332,2.351,48.89,556.2028148
6377,Private room,False,True,2,False,1,0,10,100,1,3.265154691,0.212674229,544.9819206,26.52953624,1040.060426,61.11346897,2.34158,48.885,577.640041
6378,Entire home/apt,False,False,4,False,1,0,10,99,2,3.430360333,0.178011594,401.2280222,19.53164491,1068.095705,62.76080901,2.33418,48.88489,753.0990773
6379,Entire home/apt,False,False,2,False,0,0,9,92,1,3.836456391,0.219392504,321.3776904,15.64455767,689.2494546,40.49997876,2.34715,48.89088,278.2179141
6380,Entire home/apt,False,False,2,True,0,0,9,92,1,4.771614624,0.12705715,442.1918366,21.5257496,726.9854356,42.71732753,2.29138,48.87082,312.9369
6381,Entire home/apt,False,False,4,False,0,0,10,100,1,3.957216906,0.138443225,320.7482096,15.61391476,732.676444,43.05172855,2.32708,48.88788,428.7445242
6382,Entire home/apt,False,False,2,False,0,0,10,90,1,3.910835335,0.304401486,353.3145992,17.19923563,729.610367,42.87156728,2.34132,48.89093,329.946873
6383,Entire home/apt,False,False,4,True,1,0,9,100,1,5.454121906,0.377409915,330.3435977,16.08101502,571.4474526,33.57798767,2.28016,48.86722,793.7599030000001
6384,Private room,False,True,2,False,1,0,10,98,1,5.090203103,0.208712512,415.410635,20.22204973,627.3945073,36.8654107,2.2841,48.86328,359.073539
6385,Private room,False,True,2,False,1,0,10,100,1,5.054234406,0.187501423,430.1241211,20.93829727,633.777711,37.24048479,2.2845,48.86284,359.073539
6386,Entire home/apt,False,False,4,False,1,0,10,96,1,4.890724552,0.426776995,275.0318478,13.38845767,579.8618123,34.07241155,2.3057,48.88775,336.0052195
6387,Private room,False,True,2,False,0,0,10,94,1,5.918818338,0.178307746,271.5626752,13.21957952,465.0435445,27.32574331,2.27211,48.8547,196.1972225
6388,Entire home/apt,False,False,4,True,0,0,10,96,1,4.077454304,0.308897338,310.5082944,15.11543913,728.640965,42.81460567,2.32162,48.88696,236.0425016
6389,Entire home/apt,False,False,4,False,1,0,9,92,2,4.652511929,0.289400413,258.8347905,12.59999038,568.9604289,33.43185131,2.32431,48.89398,333.4420729
6390,Entire home/apt,False,False,2,True,0,0,9,89,1,7.328987577,0.065814789,171.8195353,8.364117079,341.9963565,20.09554753,2.25663,48.83861,301.2862336
6391,Entire home/apt,False,False,2,False,0,0,9,100,1,4.324628476,0.138201261,569.7335617,27.73443779,790.94889,46.47579048,2.29477,48.86364,785.7209432
6392,Private room,False,True,2,True,1,0,9,91,1,3.550890417,0.279183235,613.5666501,29.86821777,934.9834594,54.93919508,2.34097,48.88755,284.9753006
6393,Entire home/apt,False,False,2,False,0,0,10,97,1,5.217692731,0.343224436,355.1511218,17.28863693,620.3561241,36.45183856,2.28632,48.87337,562.028148
6394,Entire home/apt,False,False,4,False,1,0,8,83,2,4.770325891,0.344660488,249.8675739,12.1634693,542.4439901,31.87375765,2.32446,48.89521,336.0052195
6395,Entire home/apt,False,False,2,False,0,0,9,87,0,6.715453727,0.129141761,201.3368969,9.801012294,379.6232474,22.30648621,2.26283,48.84525,122.0989841
6396,Entire home/apt,False,False,2,False,1,0,10,100,1,3.143497195,0.152238711,411.6423789,20.03861229,1032.210871,60.65223279,2.33545,48.88244,405.6762047
6397,Entire home/apt,False,False,2,True,0,0,10,99,1,4.249146202,0.271898398,295.7064957,14.39489257,703.5386777,41.33960689,2.32097,48.88853,272.1595675
6398,Entire home/apt,False,False,2,False,0,0,9,95,2,4.606817474,0.161818901,500.1083047,24.34510375,767.8397752,45.1179096,2.29117,48.86473,425.0163109
6399,Entire home/apt,False,False,6,False,1,0,10,97,3,4.502412407,0.059659673,519.6437322,25.29608178,759.2791404,44.61489067,2.29261,48.86469,793.7599030000001
6400,Entire home/apt,False,False,6,True,1,0,10,96,2,5.943432221,0.241070349,262.8800653,12.79691299,494.9956212,29.08571347,2.27867,48.87825,661.7578525
6401,Private room,False,True,2,True,0,0,10,99,1,4.774193644,0.513410522,239.6154674,11.66440021,513.7319857,30.18665357,2.33534,48.89795,183.1484761
6402,Entire home/apt,False,False,2,False,0,0,9,95,1,5.634490301,0.241899549,305.1196016,14.85311939,531.4073207,31.22524807,2.2785,48.86958,498.182496
6403,Entire home/apt,False,False,2,False,0,0,9,95,1,3.204252221,0.120605961,409.2078278,19.92009916,1031.126034,60.58848826,2.33515,48.88295,254.9165812
6404,Private room,False,True,2,False,0,0,10,96,1,5.04586728,0.453698815,236.3851889,11.50715134,505.3915623,29.69657415,2.31945,48.89629,165.6724765
6405,Entire home/apt,False,False,4,False,0,0,9,89,2,3.574403136,0.313142565,389.638385,18.96746528,1028.28533,60.42156977,2.33365,48.88615,793.7599030000001
6406,Entire home/apt,False,False,2,True,0,0,10,98,1,4.012131631,0.325005809,328.3444252,15.98369597,727.9967965,42.77675462,2.33411,48.8905,230.9162084
6407,Entire home/apt,False,False,3,False,0,0,8,85,1,5.529536042,0.405670149,289.2482538,14.08050753,622.4094592,36.57249158,2.28641,48.88021,283.8102339
6408,Private room,False,True,2,False,0,0,8,100,1,7.068860481,0.228274902,188.0482468,9.154125284,356.2548867,20.93337216,2.258,48.845,243.0329015
6409,Entire home/apt,False,False,2,True,0,0,9,95,0,4.096239853,0.330657398,315.8755958,15.37671756,677.4335416,39.80568119,2.33818,48.89214,254.6835679
6410,Private room,False,True,2,False,0,1,9,87,1,4.837352153,0.046158994,241.3585922,11.74925493,527.0211205,30.96751697,2.32867,48.89708,231.6152484
6411,Entire home/apt,False,False,2,False,0,0,10,100,1,6.855427573,1.154776535,229.9089901,11.19189216,381.3035706,22.40522122,2.26551,48.87872,510.0661758
6412,Entire home/apt,False,False,2,True,0,0,10,95,1,4.869191661,0.49698993,245.9164477,11.9711298,532.3439036,31.28028124,2.32137,48.89517,216.469382
6413,Entire home/apt,False,False,2,False,0,0,9,96,1,3.145974845,0.165809271,445.7831242,21.70057227,1068.679458,62.79511007,2.33898,48.88337,341.5975394
6414,Private room,False,True,2,False,0,1,9,93,1,4.867197657,0.085332996,240.1291132,11.68940431,517.355411,30.39956436,2.32765,48.8971,231.6152484
6415,Entire home/apt,False,False,2,False,0,1,10,97,0,5.532084005,0.311168952,325.824278,15.86101606,529.6962783,31.12470801,2.27742,48.85901,396.3556715
6416,Entire home/apt,False,False,2,True,0,0,9,96,1,3.641512359,0.36667099,374.9880181,18.25429036,928.179084,54.53937314,2.33292,48.8866,741.6814242
6417,Entire home/apt,False,False,5,False,0,0,9,92,0,4.173971153,0.222067661,173.6595721,8.453689448,409.4028349,24.05632098,2.40064,48.87685,171.031783
6418,Entire home/apt,False,False,4,False,0,0,10,96,1,3.594660321,0.236313722,192.0930263,9.351023787,470.7381143,27.66035359,2.39877,48.86768,498.182496
6419,Private room,False,True,2,True,1,0,9,94,1,3.591239712,0.192696978,212.687248,10.35354356,522.0312337,30.67431354,2.37997,48.88342,121.3999441
6420,Entire home/apt,False,False,4,True,1,0,9,90,2,3.541456564,0.23621039,214.5941052,10.44636873,524.8953734,30.84260906,2.37979,48.88296,199.9254357
6421,Entire home/apt,False,False,2,False,0,0,9,96,1,3.897306195,0.06998221,179.7042259,8.747941162,433.1216745,25.45002901,2.40244,48.86898,195.2651692
6422,Entire home/apt,False,False,2,False,0,0,9,92,0,3.477909652,0.517518083,197.5024984,9.614355066,482.0079435,28.32256354,2.39521,48.87049,158.9150899
6423,Entire home/apt,False,False,2,False,0,0,7,80,2,4.311753559,0.236755096,198.0438393,9.64070736,455.5766947,26.7694756,2.37412,48.8927,195.4981825
6424,Entire home/apt,False,False,4,True,0,0,10,100,2,3.312955951,0.416871416,205.87149,10.02175476,507.9142335,29.84480514,2.39157,48.8718,521.7168422
6425,Entire home/apt,False,False,3,False,0,0,10,100,2,3.5030582,0.376668278,195.8787801,9.535313009,481.2619538,28.27872953,2.39658,48.86908,181.2843695
6426,Private room,False,True,3,False,1,0,9,95,1,4.205432361,0.197444315,164.6879956,8.01695613,393.8437447,23.14207605,2.41002,48.85491,217.6344487
6427,Private room,False,True,2,False,0,0,10,100,1,4.138693583,0.185292924,174.7046925,8.50456556,412.4385094,24.23469581,2.40035,48.87656,157.0509833
6428,Entire home/apt,False,False,4,False,0,1,9,90,1,4.2791757,0.03407335,196.3720797,9.559326666,458.7015612,26.95309131,2.37649,48.89173,285.2083139
6429,Entire home/apt,False,False,2,False,1,0,9,96,0,4.597651468,0.320947007,177.5559555,8.643364079,429.7911602,25.25432953,2.39233,48.88864,173.5949296
6430,Private room,False,True,5,False,0,0,10,100,1,3.127246375,0.149672023,212.8547849,10.3616992,523.362273,30.75252479,2.39537,48.85711,586.2615342
6431,Entire home/apt,False,False,2,False,0,0,8,95,1,3.753624964,0.22145972,193.8576879,9.436926919,471.2565442,27.69081629,2.391,48.879,216.9354087
6432,Entire home/apt,False,False,4,False,1,0,9,88,1,3.616356214,0.629490658,192.8605514,9.388386652,474.861677,27.90265223,2.4018,48.85982,301.2862336
6433,Entire home/apt,False,False,2,False,0,0,10,100,1,3.916496245,0.321959924,180.3088728,8.777375167,431.845657,25.37505082,2.40021,48.87271,171.031783
6434,Entire home/apt,False,False,4,True,0,0,10,99,1,3.337084049,0.198832552,211.6705589,10.30405148,526.412742,30.93176894,2.38714,48.87622,312.7038867
6435,Private room,False,True,3,False,1,0,8,86,1,3.898031724,0.250432601,189.7354077,9.236255708,457.3228347,26.87207798,2.39135,48.88067,122.0989841
6436,Private room,False,True,2,True,0,0,10,98,1,3.455941548,0.203015889,211.0847194,10.27553301,598.79813,35.18510082,2.38537,48.879,117.2057042
6437,Entire home/apt,False,False,4,False,1,0,9,91,2,3.031111227,0.494545031,217.3385832,10.57996899,534.5736758,31.41130163,2.39102,48.86685,212.0421288
6438,Entire home/apt,False,False,2,False,0,0,9,98,1,4.081521306,0.287683846,172.4541141,8.39500816,408.966692,24.03069343,2.40613,48.86693,181.9834095
6439,Entire home/apt,False,False,3,False,0,0,10,99,1,2.767378509,0.138817333,226.2096009,11.01180714,572.2285942,33.6238872,2.39047,48.85683,293.1307671
6440,Entire home/apt,False,False,2,False,0,0,10,100,0,4.515926579,0.120348076,162.8212736,7.926084732,380.7979824,22.3755131,2.40526,48.87778,183.1484761
6441,Entire home/apt,False,False,2,False,0,0,9,91,0,3.441913859,0.153468788,191.0984678,9.302609017,491.4015754,28.874529,2.39933,48.85287,291.9657004
6442,Entire home/apt,False,False,2,False,0,0,6,71,1,2.722122264,0.309109637,234.7618046,11.42812554,596.4885925,35.04939346,2.38494,48.86875,151.4586634
6443,Private room,False,True,2,False,1,0,9,77,1,3.263775445,0.543746049,207.3768713,10.09503621,510.7286523,30.01017909,2.3918,48.87064,146.5653835
6444,Private room,False,True,2,False,0,0,9,95,1,3.615312326,0.047873912,201.2455366,9.796564906,489.8687618,28.78446158,2.38835,48.87906,131.8855439
6445,Private room,False,True,6,False,0,1,9,89,1,3.072252026,0.067407653,224.0054548,10.90451005,566.2954703,33.27525958,2.38476,48.87439,120.9339174
6446,Entire home/apt,False,False,4,False,0,0,9,91,1,3.533006787,0.240437044,194.941116,9.489667835,478.3996565,28.11054227,2.39816,48.86716,241.1687949
6447,Entire home/apt,False,False,2,True,0,0,10,97,1,2.993681882,0.295208511,246.6375159,12.00623116,579.0331358,34.02371891,2.38102,48.87599,289.8685805
6448,Private room,False,True,6,False,0,1,9,95,1,2.998893607,0.149800364,229.3880809,11.16653448,577.7910269,33.95073317,2.3834,48.87442,169.633703
6449,Private room,False,True,6,False,0,1,9,75,1,3.093468201,0.084514574,223.2667761,10.86855142,562.4554629,33.04962253,2.38487,48.8746,120.9339174
6450,Private room,False,True,2,False,0,0,8,87,1,3.70881272,0.177001636,191.1413076,9.304694444,461.5457008,27.12021163,2.3943,48.87558,138.8759437
6451,Entire home/apt,False,False,2,False,0,0,10,93,1,3.292488041,0.097354872,248.2915069,12.08674689,596.3531926,35.04143742,2.36692,48.88467,176.1580762
6452,Entire home/apt,False,False,4,False,0,1,10,100,1,4.064063887,0.232606158,167.9360665,8.175071127,409.1580761,24.04193907,2.40743,48.85071,236.9745549
6453,Entire home/apt,False,False,4,False,0,0,9,93,1,3.884036399,0.113613055,182.7870411,8.898011563,436.3080065,25.63725641,2.39816,48.87454,339.7334328
6454,Private room,False,True,6,False,0,1,9,92,1,3.118053205,0.124599891,222.9092677,10.85114803,558.2825343,32.80442317,2.38483,48.87497,120.9339174
6455,Entire home/apt,False,False,3,False,0,0,10,100,1,3.291286846,0.243495144,206.9666433,10.07506645,505.635104,29.71088455,2.39532,48.86592,793.7599030000001
6456,Entire home/apt,False,False,2,False,1,0,8,100,1,3.555086012,0.215433747,194.0872522,9.448102036,475.8009838,27.95784547,2.3986,48.86693,156.3519433
6457,Entire home/apt,False,False,2,True,0,0,10,99,1,3.20218581,0.172910387,218.4177702,10.63250345,552.0189924,32.43638035,2.38577,48.87541,272.1595675
6458,Entire home/apt,False,False,2,True,0,1,10,98,1,3.042532063,0.508813094,216.7804337,10.55279846,533.3457861,31.3391514,2.39112,48.86696,235.3434616
6459,Entire home/apt,False,False,3,False,0,0,9,90,1,3.556087834,0.313911106,198.9341239,9.684046114,465.5647334,27.35636813,2.40038,48.86252,154.02181
6460,Entire home/apt,False,False,3,True,0,0,10,97,0,4.132143705,0.033160494,172.1144466,8.37847326,411.2522837,24.16499374,2.404,48.872,236.7415416
6461,Entire home/apt,False,False,2,False,0,0,9,91,1,3.333462056,0.621443819,204.2263185,9.941668364,499.7437908,29.36471371,2.39318,48.87026,229.0521018
6462,Private room,False,True,4,False,0,0,9,85,2,3.780715613,0.012008306,216.1881066,10.52396418,513.4306628,30.16894797,2.3736,48.88767,220.1975953
6463,Entire home/apt,False,False,2,False,0,0,9,95,1,3.783683844,0.429960755,184.4852659,8.980680576,443.5337255,26.06183631,2.40383,48.86129,387.9671917
6464,Private room,False,True,2,False,0,1,9,91,1,3.638738331,0.19911402,190.1304675,9.255487087,462.784465,27.19300084,2.39896,48.86847,133.0506105
6465,Entire home/apt,False,False,4,True,0,0,10,97,1,3.667389918,0.057721392,199.0383258,9.68911863,484.8881959,28.49180584,2.38884,48.8794,394.0255383
6466,Entire home/apt,False,False,2,False,0,0,10,97,1,3.630388401,0.282359329,193.2705709,9.408346265,457.5044996,26.88275253,2.40118,48.86329,206.2167956
6467,Entire home/apt,False,False,3,False,0,0,7,84,1,3.967711412,0.259434054,170.9892886,8.32370095,420.6725274,24.7185229,2.40605,48.85052,229.0521018
6468,Entire home/apt,False,False,6,False,0,0,8,83,2,3.235002694,0.263314992,210.8431478,10.26377338,504.7229431,29.6572864,2.39681,48.85776,373.287352
6469,Private room,False,True,2,False,0,0,10,98,1,3.349314942,0.128425149,219.0663671,10.66407693,529.541679,31.11562383,2.38335,48.87893,301.0532202
6470,Entire home/apt,False,False,4,True,0,0,10,98,1,3.38806079,0.466795608,200.9498296,9.782169988,490.2056083,28.80425453,2.39516,48.86864,219.964582
6471,Private room,False,True,2,False,1,0,10,93,1,3.891929128,0.387228238,179.2658,8.726598737,432.7182761,25.42632551,2.40534,48.86119,127.2252773
6472,Entire home/apt,False,False,5,False,0,1,9,88,1,3.27627276,0.230548831,214.8506972,10.45885954,539.3343712,31.69103789,2.38645,48.87591,578.1060677
6473,Private room,False,True,2,False,1,0,10,96,1,4.206780039,0.189751517,170.3500893,8.292584943,403.5947014,23.71503775,2.40395,48.87362,139.3419704
6474,Entire home/apt,False,False,5,False,1,0,10,91,1,3.342349841,0.243100914,212.292733,10.3343387,524.6948109,30.8308241,2.38677,48.87657,578.1060677
6475,Entire home/apt,False,False,3,False,0,0,6,72,2,2.904352129,0.175738438,232.1849114,11.30268325,607.5201706,35.69760388,2.38298,48.87344,289.8685805
6476,Entire home/apt,False,False,4,False,0,0,9,94,1,4.15487453,0.30902458,232.6537037,11.3255039,514.8055014,30.24973286,2.35863,48.89374,211.5761022
6477,Private room,False,True,2,False,0,0,9,100,1,3.391180882,0.020985642,207.127936,10.08291812,520.0725535,30.5592224,2.38918,48.87535,146.5653835
6478,Entire home/apt,False,False,2,False,0,1,9,91,1,2.330840119,0.346786325,350.8425777,17.07889846,907.0013331,53.2949783,2.35391,48.87752,292.8977538
6479,Private room,False,True,2,True,1,0,10,98,1,4.460986527,0.174362558,167.3536958,8.146721519,389.8048228,22.90475087,2.401,48.881,281.713114
6480,Entire home/apt,False,False,4,False,0,1,10,94,1,3.21960505,0.154223036,215.6041462,10.49553718,547.2019884,32.15333543,2.38678,48.87486,367.2290055
6481,Entire home/apt,False,False,2,False,0,0,9,90,1,3.034311283,0.500635831,217.1725271,10.57188544,534.3361568,31.39734512,2.39103,48.86691,158.9150899
6482,Entire home/apt,False,False,2,True,0,0,10,97,1,4.223760649,0.332209094,225.973589,11.00031816,501.5679723,29.47190178,2.35987,48.89427,218.1004753
6483,Entire home/apt,False,False,4,False,1,0,9,79,1,3.355155195,0.142440974,209.8886737,10.21730991,524.1068922,30.79627827,2.3878,48.87596,367.2290055
6484,Private room,False,True,2,False,0,0,9,88,1,3.274152409,0.373316544,207.9559339,10.12322478,516.1720977,30.33003342,2.39074,48.87203,188.5077826
6485,Entire home/apt,False,False,2,False,0,0,10,96,0,2.858876675,0.382179913,245.0722751,11.93003577,600.6955741,35.29659375,2.37833,48.87597,149.5945568
6486,Entire home/apt,False,False,2,False,0,0,10,100,1,3.478431239,0.185153104,206.6392516,10.05912913,504.9931601,29.67316422,2.38757,48.87781,197.5953025
6487,Private room,False,True,2,False,0,0,8,80,1,4.270256152,0.368942468,180.6587836,8.794408709,428.3605277,25.17026624,2.392,48.88494,199.2263957
6488,Entire home/apt,False,False,2,False,0,0,10,89,1,3.74743232,0.092525631,185.6670098,9.038207472,458.1821386,26.92257028,2.40081,48.868,289.6355672
6489,Entire home/apt,False,False,5,False,1,0,9,87,1,3.181542626,0.11590668,217.0071726,10.56383604,557.5038398,32.75866744,2.38659,48.87447,578.1060677
6490,Entire home/apt,False,False,2,False,0,0,10,95,1,3.224744004,0.351198657,210.5813632,10.2510298,532.537515,31.29165776,2.38985,48.87213,176.1580762
6491,Entire home/apt,False,False,4,False,0,0,9,80,1,3.388634322,0.175907967,216.1350055,10.52137924,525.7136847,30.89069266,2.38398,48.87903,316.1990866
6492,Entire home/apt,False,False,2,False,0,0,8,90,0,3.968011674,0.198104662,177.8537293,8.657859608,424.416888,24.93853979,2.40178,48.87165,141.6721036
6493,Entire home/apt,False,False,2,False,0,0,9,92,1,3.425612023,0.329622761,218.1852186,10.62118292,533.2916601,31.33597098,2.38032,48.88144,370.7242054
6494,Entire home/apt,False,False,5,False,1,0,9,92,1,3.261519914,0.140331729,212.3905129,10.3390986,537.1890929,31.56498232,2.38786,48.87457,578.1060677
6495,Private room,False,True,2,True,0,0,10,97,1,2.975585521,0.182469426,219.0364738,10.66262173,543.0132287,31.90720585,2.3933,48.85718,177.7891695
6496,Shared room,True,False,2,False,0,0,9,90,1,4.358627842,0.281086986,164.2009112,7.993245024,385.2857271,22.6392109,2.408,48.871,157.9830366
6497,Entire home/apt,False,False,6,False,1,0,8,88,2,3.251034545,0.13286652,226.3056923,11.01648484,540.7039642,31.77151453,2.3831,48.87788,774.7693168
6498,Entire home/apt,False,False,2,True,0,0,10,99,1,3.918131182,0.199927987,184.4450029,8.978720588,440.0296172,25.85593653,2.39557,48.87764,201.0905024
6499,Entire home/apt,False,False,5,True,0,0,9,97,2,2.957074718,0.159048978,222.9451961,10.85289702,540.2913713,31.74727077,2.393,48.858,451.8128437
6500,Entire home/apt,False,False,2,False,0,0,10,100,1,3.878073861,0.130556253,174.5289267,8.496009339,431.2833941,25.34201251,2.40524,48.85244,243.0329015
6501,Entire home/apt,False,False,3,False,0,0,9,80,2,3.853782711,0.254459478,176.5188599,8.592878616,431.2603955,25.34066112,2.40521,48.85476,363.9668189
6502,Private room,False,True,2,False,1,0,9,91,1,3.414084593,0.299137581,270.6059471,13.17300632,624.3166076,36.68455474,2.359,48.887,283.5772206
6503,Private room,False,True,2,False,1,0,10,80,1,3.414086274,0.299146307,270.6068599,13.17305075,624.3173483,36.68459826,2.359,48.887,415.6957778
6504,Private room,False,True,2,False,1,0,10,92,1,3.414061249,0.299123875,270.6083505,13.17312331,624.3239228,36.68498457,2.359,48.887,523.5809488
6505,Private room,False,True,2,False,0,0,10,95,1,2.796720505,0.27111407,235.7673086,11.47707313,602.8537044,35.42340449,2.38267,48.87216,183.1484761
6506,Entire home/apt,False,False,2,False,0,1,10,99,1,3.822183289,0.261929342,210.3716529,10.24082117,510.430156,29.99263959,2.377,48.887,310.6067667
6507,Entire home/apt,False,False,3,False,0,0,9,93,1,4.293413269,0.251420526,198.9842533,9.686486399,457.4649493,26.88042857,2.37382,48.8926,252.5864479
6508,Private room,False,True,2,False,0,0,10,93,1,3.225183991,0.161958836,214.5522606,10.44433174,545.3259662,32.04310123,2.38723,48.87457,134.4486905
6509,Entire home/apt,False,False,2,False,0,0,9,94,1,3.148156346,0.148234401,287.7732413,14.00870441,672.0054464,39.48672882,2.35828,48.88465,195.4981825
6510,Entire home/apt,False,False,2,False,0,1,7,76,0,4.394893965,0.358461357,180.1659965,8.770419995,438.4533147,25.76331372,2.391,48.887,261.9069811
6511,Private room,False,True,3,True,1,0,10,100,1,2.305716105,0.194780798,260.4032255,12.67634127,688.6164717,40.46278497,2.37925,48.86772,381.6758319
6512,Entire home/apt,False,False,4,False,1,0,8,83,1,3.341793112,0.066887142,209.0115658,10.17461259,523.8009542,30.77830149,2.38855,48.87516,415.9287911
6513,Entire home/apt,False,False,2,False,0,0,10,100,1,3.735300718,0.357621255,187.2757723,9.116521489,446.3048321,26.22466525,2.4026,48.86342,259.5768478
6514,Entire home/apt,False,False,4,False,0,1,9,97,2,3.012953461,0.222005022,429.2407704,20.89529606,1024.087782,60.1749238,2.34051,48.88244,428.7445242
6515,Entire home/apt,False,False,2,False,1,0,9,97,0,3.650557249,0.286884131,287.3042834,13.9858757,624.4714812,36.69365504,2.35368,48.8894,301.2862336
6516,Entire home/apt,False,False,3,True,0,0,10,100,1,3.689665249,0.181453305,196.540501,9.567525361,475.8755598,27.96222751,2.39025,48.87869,312.7038867
6517,Entire home/apt,False,False,5,False,0,0,10,100,2,2.760941668,0.305147239,237.9682038,11.58421197,611.1105449,35.90857261,2.38207,48.87214,312.7038867
6518,Entire home/apt,False,False,5,False,0,0,10,85,3,3.625702821,0.306319668,229.0311264,11.14915806,539.7251172,31.71399794,2.36951,48.88725,441.5602572
6519,Entire home/apt,False,False,2,True,0,0,10,97,1,3.085555622,0.270706797,237.8677085,11.57931989,563.6373533,33.11906986,2.38244,48.87623,237.4405816
6520,Entire home/apt,False,False,6,True,1,0,10,100,2,4.504681175,0.260450963,167.565267,8.157020732,389.4809406,22.8857197,2.39992,48.88252,428.7445242
6521,Private room,False,True,2,False,0,0,9,94,1,2.826487465,0.370047031,242.6576394,11.81249212,606.5146841,35.63852196,2.37973,48.87472,228.8190885
6522,Private room,False,True,2,False,0,0,9,90,1,2.972797627,0.156116342,218.079616,10.61604222,545.6707934,32.06336312,2.39327,48.85686,200.3914624
6523,Entire home/apt,False,False,2,False,0,1,9,92,1,5.197928833,0.342795576,157.6210045,7.672937385,354.3181754,20.8195719,2.39781,48.89266,160.5461832
6524,Private room,False,True,2,True,0,0,10,100,1,3.484774213,0.191082035,189.5170779,9.22562749,487.4576649,28.64278665,2.39995,48.85305,289.6355672
6525,Entire home/apt,False,False,4,False,0,0,10,98,1,3.778958904,0.166330933,195.9379163,9.538191739,471.6100373,27.71158739,2.38879,48.88086,322.2574331
6526,Private room,False,True,2,False,0,1,10,100,1,2.880281338,0.186499644,232.3372895,11.31010096,598.3183046,35.1569065,2.38317,48.87295,287.3054339
6527,Entire home/apt,False,False,3,False,0,0,9,91,0,3.795456747,0.156146213,177.3022578,8.63101416,440.5056912,25.88391041,2.40405,48.85215,172.8958896
6528,Entire home/apt,False,False,2,False,0,0,8,80,0,3.49167232,0.331417141,234.3178477,11.40651386,558.6499594,32.8260129,2.36941,48.88599,201.3235157
6529,Private room,False,True,2,False,0,0,9,92,1,2.889899017,0.176735043,231.8264447,11.28523321,596.3823288,35.04314945,2.38329,48.87299,127.2252773
6530,Entire home/apt,False,False,4,False,1,0,9,82,1,3.432358565,0.151515039,206.4530666,10.05006571,509.3777233,29.93079912,2.3885,48.87649,415.9287911
6531,Entire home/apt,False,False,3,False,0,0,10,100,1,2.911638092,0.158206383,231.1328463,11.25146907,596.2656791,35.03629517,2.38335,48.87325,266.5672476
