,Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Elevator,Available_date,Description,Arrondissement_Name
17,Porte Maillot - Neuilly-sur-Seine,92200,92,17,1100,1,2,7,0.0,07/18/2024,"This cozy and sunny 17 square meters studio, apartment is located on rue Pauline Borghèse in Neuilly sur Seine, on the 7 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Hauts-de-Seine
18,Saint-Germain-des-Prés - Paris,75006,6,30,1651,1,2,0,0.0,09-06-2024,"This very well situated and comfortable 30 square meters , Studio, apartment is located on rue Seguier in the 6th arrondissement, on the ground floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, unlimited high speed internet access with the wifi.",Luxembourg
19,Le Marais - Paris,75003,3,78,3700,2,4,3,1.0,07/18/2024,"This bright and well located 78 square meters , 2 Bedrooms, apartment is located on rue des Filles Du Calvaire in the 3rd arrondissement, on the 3 rd French floor building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Temple
20,Voltaire - Paris,75011,11,32,1673,1,2,3,0.0,now,"This charming and comfortable 32 square meters , 1 Bedroom, apartment is located on rue Keller in the 11th arrondissement, on the 3 rd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, cable, TV, unlimited high speed internet access with the wifi.",Popincourt
21,Passy - Paris,75016,16,55,2900,2,4,1,1.0,now,"This tastefully decorated and comfortable 55 square meters , 2 Bedrooms, apartment is located on rue Raynouard in the 16th arrondissement, on the 1 st French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : Combo Washer-Dryer, dishwasher, cable,TV, unlimited high speed internet access with the wifi, decorative fireplace.",Passy
22,Nation - Paris,75020,20,30,1451,1,2,4,0.0,07/18/2024,"This tastefully decorated and comfortable 30 square meters , through and bright, 1 Bedroom, apartment is located on rue des Grands Champs in the 20th arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the The apartment is very bright, as it faces across, and very quiet.",Ménilmontant
23,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,34,1700,1,2,5,1.0,now,"This charming and very well situated 34 square meters, 1 Bedroom, apartment is located on avenue Charles de Gaulle in Neuilly-sur-Seine, on the 5th French floor, and it sleeps 2 people. This apartment is equipped with : combo washer-dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, stereo, decorative fireplace. The metro is in front of the building, and is 3 stations from La Défense, and 4 stations from the Champs-Elysées.",Hauts-de-Seine
24,Saint-Germain-des-Prés - Paris,75006,6,38,1900,1,2,0,0.0,now,"This charming and well located 38 square meters : 23sqm Carrez law, 53sqm on the ground, 1 Bedroom, apartment is located on cour de Rohan in the 6th arrondissement, on the ground floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Luxembourg
25,Louvre - Paris,75001,1,29,1700,1,2,2,1.0,07/18/2024,"This charming and very well situated 29 square meters studio is located on Rue Saint-Honoré in the 1st arrondissement of Paris, on the 2nd French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi.",Louvre
26,Exelmans - Paris,75016,16,75,2651,2,4,1,1.0,07/18/2024,"This comfortable and spacious 75 square meters , 2 Bedrooms, apartment is located on boulevard Murat in the 16th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : dishwasher, cable, 2 smart TV, unlimited high speed internet access with the wifi, Combo Washer-Dryer.",Passy
27,Montmartre - Sacré Coeur - Paris,75018,18,39,1851,1,2,4,1.0,now,"This bright and well located 39 square meters , 1 Bedroom, apartment is located on rue Custine in the 18th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony.",Butte-Montmartre
28,Bastille - Paris,75011,11,33,1526,1,2,1,0.0,07/18/2024,"This 33 square meters , 1 Bedroom, apartment is located on rue de Lappe in the 11th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Popincourt
29,Arc de Triomphe - Paris,75008,8,14,1190,1,1,8,1.0,08/13/2024,"This charming and comfortable 14 square meters , Studio, apartment is located on rue Beaujon in the 8th arrondissement, on the 8 th French floor of a 19th century building and it sleeps 1 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, A/C.",Élysée
30,Le Marais - Paris,75004,4,33,1680,1,2,3,0.0,now,"This bright and well located 33 square meters , 1 Bedroom, apartment is located on rue Quincampoix in the 4th arrondissement, on the 3 rd French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Hôtel-de-Ville
31,Place de Clichy - Paris,75017,17,27,1296,1,2,3,0.0,07/18/2024,"This charming and tastefully decorated 27 square meters , Studio, apartment is located on rue Saint Jean in the 17th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Batignolles-Monceau
32,Arc de Triomphe - Paris,75017,17,45,2000,1,2,6,1.0,07/20/2024,"This comfortable and luminous 45 square meters , 1 Bedroom, apartment is located on avenue des Ternes in the 17th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : cable, TV, unlimited high speed internet access with the wifi, balcony, decorative fireplace.",Batignolles-Monceau
33,Charonne - Paris,75020,20,36,1700,1,2,5,0.0,01-07-2024,"This tastefully decorated and comfortable 36 square meters , 1 Bedroom, apartment is located on rue Planchat in the 20th arrondissement, on the 5 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony, decorative fireplace.",Ménilmontant
34,Convention - Paris,75015,15,66,2389,2,4,7,1.0,09-04-2024,"This charming and delightful 66 square meters , 2 Bedrooms, apartment is located on rue Lacretelle in the 15th arrondissement, on the 7 th French floor of a 20th century building and it sleeps 3 people. This apartment is equipped with : Combo Washer-Dryer, cable, decorative fireplace, dishwasher, TV, unlimited high speed internet access with the wifi, balcony.",Vaugirard
35,Champs de Mars - Tour Eiffel - Paris,75007,7,41,1990,1,4,0,0.0,now,"This elegant and modern 41 square meters , 1 Bedroom, apartment is located on rue de Monttessuy in the 7th arrondissement, on the ground floor building and it sleeps 4 people. This apartment is equipped with : Combo Washer-Dryer, washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi, terrace.",Palais-Bourbon
36,Vaugirard - Paris,75015,15,45,1800,1,2,0,0.0,07/18/2024,"This charming and comfortable 45 square meters , 1 Bedroom, apartment is located on rue de Vaugirard in the 15th arrondissement, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Vaugirard
37,Cadet - Paris,75009,9,28,1490,1,2,6,0.0,07/18/2024,"This delightful and comfortable 28 square meters , 1 Bedroom, apartment is located on rue Rodier in the 9th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Opéra
38,Nation - Paris,75011,11,69,2400,2,4,4,1.0,08-01-2024,"This charming and well located 69 square meters , 2 Bedrooms, apartment is located on rue des Boulets in the 11th arrondissement, on the 4 th French floor building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Popincourt
39,Boulogne Billancourt,92100,92,18,1049,1,2,5,1.0,08-01-2024,"This beautiful and bright 18 square meters , Studio, apartment is located on rue de Paris in Boulogne Billancourt, on the 5 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, TV, cable, unlimited high speed internet access with the wifi.",Hauts-de-Seine
40,Bonne Nouvelle - Paris,75010,10,39,1651,1,2,6,0.0,08-07-2025,"This 39 m² (50m² floor area and 28m² carrez), 2-room duplex apartment is located Rue d'Enghien in the 10th arrondissement, on the 6th floor of a 20th century building without elevator, and can accommodate 2 people. This apartment is equipped with: washing machine - tumble dryer, cable channels, television, unlimited high-speed wifi internet access, a decorative fireplace.",Entrepôt
41,Le Marais - Paris,75003,3,25,1851,1,2,4,1.0,07/18/2024,"This charming and tastefully decorated 25 square meters , Studio, apartment is located on rue des Haudriettes in the 3rd arrondissement, on the 4 th French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : wCombo Washer-Dryer, TV, unlimited high speed internet access with the wifi, balcony.",Temple
42,Jules Joffrin - Paris,75018,18,22,1100,1,1,3,0.0,10-01-2024,"This charming and comfortable 22 square meters , Studio, apartment is located on rue Marcadet in the 18th arrondissement, on the 3 rd French floor of a 20th century building and it sleeps 1 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi.",Butte-Montmartre
43,Montmartre - Sacré Coeur - Paris,75018,18,40,1949,1,2,1,0.0,07/18/2024,"This beautiful and well located 40 square meters , 1 Bedroom, apartment is located on rue Yvonne le Tac in the 18th arrondissement, on the 1 st French floor building and it sleeps 2 people. This apartment is equipped with : dishwasher, TV, The apartment has a separate laundry equiped with : Combo Washer-Dryer, storage. 50m from the metro Abbesses and the abbesses street with plenty of luxury shops.",Butte-Montmartre
44,Anvers - Paris,75009,9,53,2351,1,2,3,0.0,07/18/2024,"This spacious and comfortable 53 square meters , 1 Bedroom, apartment is located on rue de Rochechouart in the 9th arrondissement, on the 3 rd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace, and free use of a large landscaped garden with trees and a large garden table.",Opéra
45,La Chapelle - Paris,75018,18,36,1449,1,2,5,1.0,now,"This beautiful and bright 36 square meters , Studio, apartment is located on rue Philippe de Girard in the 18th arrondissement, on the 5 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, TV, terrace.",Butte-Montmartre
46,Le Marais - Paris,75004,4,40,1900,1,2,1,0.0,07/18/2024,"This charming and tastefully decorated 40 square meters , 1 Bedroom, apartment is located on rue Quincampoix in the 4th arrondissement, on the 1 st French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi, decorative fireplace.",Hôtel-de-Ville
47,Boulogne Billancourt,92100,92,40,1700,1,2,4,1.0,07/18/2024,"This charming and charming 40 square meters , 1 Bedroom, apartment is located on Rue du Dôme in Boulogne Billancourt, on the 4 th French floor building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, unlimited high speed internet access with the wifi, balcony.",Hauts-de-Seine
48,Montmartre - Sacré Coeur - Paris,75018,18,41,1900,1,2,4,1.0,07/18/2024,"This bright and well located 41 square meters , 1 Bedroom, apartment is located on rue Duhesme in the 18th arrondissement, on the 4 th French floor building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, cable, TV, unlimited high speed internet access with the wifi.",Butte-Montmartre
49,Exelmans - Paris,75016,16,49,1800,1,2,1,0.0,now,"This elegant and comfortable 49 square meters , 1 Bedroom, apartment is located on boulevard Exelmans in the 16th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace. The furniture comes from the Georges V Palace in Paris.",Passy
50,Pereire - Paris,75017,17,29,1490,1,2,9,1.0,07/18/2024,"This comfortable and luminous 29 square meters , Studio, apartment is located on avenue des Chasseurs in the 17th arrondissement, on the 9 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, A/C, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony with an open view of The Eiffel Tower and The Sacré Coeur, electric shutters.",Batignolles-Monceau
51,Batignolles - Paris,75017,17,51,2460,2,4,2,0.0,07/18/2024,"This tastefully decorated and comfortable 51 square meters , 2 Bedrooms, apartment is located on rue Nollet in the 17th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi.",Batignolles-Monceau
52,Champs de Mars - Tour Eiffel - Paris,75007,7,25,1700,1,2,1,1.0,07/18/2024,"This bright and well located 25 square meters , Alcove Studio, apartment is located on rue de Monttessuy in the 7th arrondissement, on the 1 st French floor building and it sleeps 2 people. This apartment is equipped with : cable, TV, unlimited high speed internet access with the wifi.",Palais-Bourbon
53,Champs-Élysées - Paris,75008,8,154,6500,3,5,2,1.0,07/18/2024,"This elegant and spacious 154 square meters , 3 Bedrooms, apartment is located on rue du Commandant Riviere in the 8th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 5 people. This apartment is equipped with : Combo Washer-Dryer, A/C, washer, dryer, dishwasher, TV, balcony, printer, cable, unlimited high speed internet access with the wifi.",Élysée
54,Jardin du Luxembourg - Paris,75006,6,60,2249,1,2,3,0.0,now,"This charming and well located 60 square meters , 1 Bedroom, apartment is located on rue d Assas in the 6th arrondissement, on the 3 rd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Luxembourg
55,Champs de Mars - Tour Eiffel - Paris,75016,16,37,2151,1,2,5,1.0,07/18/2024,"This charming and comfortable 37 square meters , 1 Bedroom, apartment is located on avenue Pierre 1er de Serbie in the 16th arrondissement, on the 5 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Passy
56,Parc Monceau - Paris,75008,8,25,1400,1,2,0,0.0,now,"This , Studio, apartment is located on rue Treilhard in the 8th arrondissement, on the ground floor building and it sleeps 2 people. This apartment is equipped with : cable, TV, unlimited high speed internet access with the wifi. There is a laundry behind the rue Treilhard, at the 17 rue de Lisbonne, 2 minutes by feet.",Élysée
57,Miromesnil - Paris,75008,8,30,2400,2,2,0,0.0,07/18/2024,"This charming and tastefully decorated 30 square meters , 2 Bedrooms, apartment is located on rue d Artois in the 8th arrondissement, on the ground floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi.",Élysée
58,Champs-Élysées - Paris,75008,8,93,4000,1,2,4,1.0,08-01-2024,"This very well situated and spacious 93 square meters , 1 Bedroom and an office, apartment is located on Rue du Faubourg Saint-Honoré in the 8th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace, air purifier.",Élysée
59,Arc de Triomphe - Paris,75008,8,14,1190,1,1,8,1.0,08/13/2024,"This charming and comfortable 14 square meters , Studio, apartment is located on rue Beaujon in the 8th arrondissement, on the 8 th French floor of a 19th century building and it sleeps 1 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, A/C.",Élysée
60,Champs-Élysées - Paris,75008,8,154,6500,3,5,2,1.0,07/18/2024,"This elegant and spacious 154 square meters , 3 Bedrooms, apartment is located on rue du Commandant Riviere in the 8th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 5 people. This apartment is equipped with : Combo Washer-Dryer, A/C, washer, dryer, dishwasher, TV, balcony, printer, cable, unlimited high speed internet access with the wifi.",Élysée
61,Saint Lazare - Paris,75008,8,101,6200,2,3,2,1.0,08-03-2024,"This elegant and spacious 101 square meters , 2 Bedrooms, apartment is located on rue de Rome in the 8th arrondissement, on Noble floor of an Haussmann building and it sleeps 3 people. This apartment is equipped with : A/C, washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, printer, balcony.",Élysée
62,Champs-Élysées - Paris,75008,8,56,3400,1,2,1,1.0,01-07-2024,"This stylish apartment featuring design furniture is located in rue de Bassano in the upper left edge of Triangle-d'Or, next to the famous Louis Vuitton flagship store. On the 1st floor of a very well preserved Haussmannien building with concierge, balancing its original French architecture with a modern interior. The apartment has one bedroom with a lange double bed, a living area furnished with B&B, Kartell and Panton chairs as well as a fully equipped Miele designed kitchen with a Nespresso Vertuo machine.",Élysée
63,Ternes - Paris,75008,8,25,1460,1,2,0,0.0,07/18/2024,"This cozy and very well situated 25 square meters, Studio, apartment is located on avenue Beaucour in the 8th arrondissement of Paris, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV.",Élysée
64,Arc de Triomphe - Paris,75008,8,25,1500,1,2,4,1.0,07/18/2024,"This charming and bright 25 square meters , Studio, apartment is located on avenue de Friedland in the 8th arrondissement, on the 4 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi, terrace.",Élysée
65,Champs-Élysées - Paris,75008,8,33,2500,1,2,5,1.0,08-03-2024,"This tastefully decorated and very well situated 33 square meters , Alcove Studio, apartment is located on rue de Ponthieu in the 8th arrondissement, on the 5 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, removable air conditioner, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Élysée
66,Champs-Élysées - Triangle d'Or - Paris,75008,8,42,2890,1,2,1,1.0,07/18/2024,"This very well situated and comfortable 42 square meters , 1 Bedroom, apartment is located on rue de La Tremoille in the 8th arrondissement, on the 1 st French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Élysée
67,Champs-Élysées - Paris,75008,8,36,2280,1,2,4,1.0,07/18/2024,"This delightful and charming 35 square meters , Studio, apartment is located on avenue des Champs elysees in the 8th arrondissement, on the 4 th French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi, Combo Washer-Dryer.",Élysée
68,Miromesnil - Paris,75008,8,58,2849,2,4,5,1.0,07/18/2024,"This charming and well located 58 square meters , 2 Bedrooms, apartment is located on rue de la Bienfaisance in the 8th arrondissement, on the 5 th French floor building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Élysée
69,Champs-Élysées - Triangle d'Or - Paris,75008,8,34,2473,1,2,4,1.0,08/29/2024,"This charming and comfortable 34 square meters , Studio, apartment is located on avenue Montaigne in the 8th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Élysée
70,Madeleine - Paris,75008,8,75,5215,2,6,6,1.0,now,"This beautiful and modern 75 square meters , 2 Bedroom, apartment is located on rue Tronchet in the 8th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 6 people. This apartment is equipped with : A/C, washer, dryer, dishwasher, TV, terrace, stereo, unlimited high speed internet access with the wifi.",Élysée
71,Saint Augustin - Paris,75008,8,50,2634,1,3,2,1.0,now,"This 50 square meters, 1 bedroom apartment is located on rue Roquepine in the 8th arrondissement, on the 2nd French floor of a 19th century building and it can sleep max. 3 people. This high-ceiling and calm apartment is equipped with: washer, dryer, TV, separate toilet and bathroom, large standing shower room, fully equipped kitchen, microwave, coffee machine, unlimited high speed internet access, decorative fireplace. The interior is designed by a Japanese designer and hand-picked antique furniture, curtain and paintings.",Élysée
72,Miromesnil - Paris,75008,8,97,5000,3,5,4,1.0,05/18/2025,"This charming and tastefully decorated 97 square meters , 3 Bedrooms, apartment is located on Rue du Faubourg Saint-Honoré in the 8th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 5 people. This apartment is equipped with : Combo Washer-Dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Élysée
73,Arc de Triomphe - Paris,75008,8,29,1500,1,2,0,0.0,01-07-2024,"This charming and well located 29 square meters , Studio, apartment is located on rue Daru in the 8th arrondissement, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Élysée
74,Champs-Élysées - Paris,75008,8,20,1400,1,2,6,1.0,10/14/2024,"This charming and comfortable 20 square meters , Alcove Studio, apartment is located on Rue du Faubourg Saint-Honoré in the 8th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, A/C.",Élysée
75,Saint Lazare - Paris,75008,8,70,3000,2,4,0,0.0,03/31/2025,"This charming and comfortable 70 square meters , 2 Bedrooms, apartment is located on rue de Turin in the 8th arrondissement, on the ground floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, unlimited high speed internet access with the wifi, terrace.",Élysée
76,Champs-Élysées - Paris,75008,8,25,1500,1,2,1,1.0,04/14/2025,"This charming and modern 25 square meters , Studio, apartment is located on Rue d'Artois in the 8th arrondissement, on the 1 st French floor building and it sleeps 2 people. This apartment is equipped with : A/C, cable, TV, unlimited high speed internet access with the wifi.",Élysée
77,Madeleine - Paris,75008,8,18,1090,1,2,5,0.0,09-09-2024,"This charming and comfortable 17 square meters , Studio, apartment is located on rue Pasquier in the 8th arrondissement, on the 5 th French floor of a 19th century building and it sleeps 1 people. This apartment is equipped with : washer, dryer, unlimited high speed internet access with the wifi.",Élysée
78,Arc de Triomphe - Paris,75008,8,39,2000,1,2,1,1.0,07/18/2024,"This charming and well located 39 square meters , 1 Bedroom, apartment is located on rue d Artois in the 8th arrondissement, on the 1 st French floor building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Élysée
79,Place de Clichy - Paris,75008,8,29,1316,1,2,0,0.0,07/18/2024,"This well located 29 square meters , 1 Bedroom, apartment is located on rue de Turin in the 8th arrondissement, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi.",Élysée
80,Champs-Élysées - Paris,75008,8,33,2449,1,2,3,1.0,07/18/2024,"This elegant and luxurious 33 square meters , Studio, apartment is located on avenue Matignon in the 8th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : A/C, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone, stereo, printer, washer, dryer and a strongbox",Élysée
81,Champs-Élysées - Paris,75008,8,55,3226,1,2,2,1.0,09-09-2024,"This 55 square meters , 1 Bedroom, apartment is located on rue Marbeuf in the 8th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi.",Élysée
82,Saint Lazare - Paris,75008,8,42,1949,1,2,3,1.0,06-04-2025,"This 42 square meters , 1 Bedroom, apartment is located on rue de Turin in the 8th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Élysée
83,Parc Monceau - Paris,75008,8,25,1400,1,2,0,0.0,now,"This , Studio, apartment is located on rue Treilhard in the 8th arrondissement, on the ground floor building and it sleeps 2 people. This apartment is equipped with : cable, TV, unlimited high speed internet access with the wifi. There is a laundry behind the rue Treilhard, at the 17 rue de Lisbonne, 2 minutes by feet.",Élysée
84,Miromesnil - Paris,75008,8,30,2400,2,2,0,0.0,07/18/2024,"This charming and tastefully decorated 30 square meters , 2 Bedrooms, apartment is located on rue d Artois in the 8th arrondissement, on the ground floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi.",Élysée
85,Champs-Élysées - Paris,75008,8,93,4000,1,2,4,1.0,08-01-2024,"This very well situated and spacious 93 square meters , 1 Bedroom and an office, apartment is located on Rue du Faubourg Saint-Honoré in the 8th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace, air purifier.",Élysée
86,Arc de Triomphe - Paris,75008,8,14,1190,1,1,8,1.0,08/13/2024,"This charming and comfortable 14 square meters , Studio, apartment is located on rue Beaujon in the 8th arrondissement, on the 8 th French floor of a 19th century building and it sleeps 1 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, A/C.",Élysée
87,Champs-Élysées - Paris,75008,8,154,6500,3,5,2,1.0,07/18/2024,"This elegant and spacious 154 square meters , 3 Bedrooms, apartment is located on rue du Commandant Riviere in the 8th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 5 people. This apartment is equipped with : Combo Washer-Dryer, A/C, washer, dryer, dishwasher, TV, balcony, printer, cable, unlimited high speed internet access with the wifi.",Élysée
88,Saint Lazare - Paris,75008,8,101,6200,2,3,2,1.0,08-03-2024,"This elegant and spacious 101 square meters , 2 Bedrooms, apartment is located on rue de Rome in the 8th arrondissement, on Noble floor of an Haussmann building and it sleeps 3 people. This apartment is equipped with : A/C, washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, printer, balcony.",Élysée
89,Champs-Élysées - Paris,75008,8,56,3400,1,2,1,1.0,01-07-2024,"This stylish apartment featuring design furniture is located in rue de Bassano in the upper left edge of Triangle-d'Or, next to the famous Louis Vuitton flagship store. On the 1st floor of a very well preserved Haussmannien building with concierge, balancing its original French architecture with a modern interior. The apartment has one bedroom with a lange double bed, a living area furnished with B&B, Kartell and Panton chairs as well as a fully equipped Miele designed kitchen with a Nespresso Vertuo machine.",Élysée
90,Ternes - Paris,75008,8,25,1460,1,2,0,0.0,07/18/2024,"This cozy and very well situated 25 square meters, Studio, apartment is located on avenue Beaucour in the 8th arrondissement of Paris, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV.",Élysée
91,Arc de Triomphe - Paris,75008,8,25,1500,1,2,4,1.0,07/18/2024,"This charming and bright 25 square meters , Studio, apartment is located on avenue de Friedland in the 8th arrondissement, on the 4 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi, terrace.",Élysée
92,Champs-Élysées - Paris,75008,8,33,2500,1,2,5,1.0,08-03-2024,"This tastefully decorated and very well situated 33 square meters , Alcove Studio, apartment is located on rue de Ponthieu in the 8th arrondissement, on the 5 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, removable air conditioner, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Élysée
93,Champs-Élysées - Triangle d'Or - Paris,75008,8,42,2890,1,2,1,1.0,07/18/2024,"This very well situated and comfortable 42 square meters , 1 Bedroom, apartment is located on rue de La Tremoille in the 8th arrondissement, on the 1 st French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Élysée
94,Champs-Élysées - Paris,75008,8,36,2280,1,2,4,1.0,07/18/2024,"This delightful and charming 35 square meters , Studio, apartment is located on avenue des Champs elysees in the 8th arrondissement, on the 4 th French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi, Combo Washer-Dryer.",Élysée
95,Miromesnil - Paris,75008,8,58,2849,2,4,5,1.0,07/18/2024,"This charming and well located 58 square meters , 2 Bedrooms, apartment is located on rue de la Bienfaisance in the 8th arrondissement, on the 5 th French floor building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Élysée
96,Champs-Élysées - Triangle d'Or - Paris,75008,8,34,2473,1,2,4,1.0,08/29/2024,"This charming and comfortable 34 square meters , Studio, apartment is located on avenue Montaigne in the 8th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Élysée
