,Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Elevator,Available_date,Description,Arrondissement_Name
2243,Père Lachaise - Paris,75020,20,40,1291,1,4,3,1.0,03/20/2026,"This tastefully decorated and luminous 40 square meters , 1 Bedroom, apartment is located on rue des Rondeaux in the 20th arrondissement, on the 3 rd French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access, terrace.",Ménilmontant
2244,Le Marais - Paris,75004,4,25,2146,1,2,1,1.0,07/19/2024,"This tastefully decorated and very well situated 25 square meters , Studio, apartment is located on rue des ecouffes in the 4th arrondissement, on the 1 st French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access.
Click here to take a virtual tour of this apartment.",Hôtel-de-Ville
2245,Notre Dame - Paris,75005,5,45,4954,1,4,2,1.0,01-07-2024,"This charming and elegant 45 square meters , 1 Bedroom, apartment is located on rue de la Huchette in the 5th arrondissement, on the 2 nd French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, DVD.",Panthéon
2246,Montmartre - Abbesses - Paris,75018,18,52,2080,2,4,2,1.0,08-12-2024,"This modern and charming 52 square meters , 2 Bedroom, apartment is located on rue Duhesme in the 18th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 2 to 4 people. This apartment is equipped with : washer/dryer, dishwasher, unlimited high speed internet access with the wifi, balcony, phone, DVD, TV, cable.",Butte-Montmartre
2247,Convention - Paris,75015,15,50,2000,1,2,4,0.0,07/19/2024,"This cozy 50 square meters , 1 Bedroom, apartment is located on rue Olivier de Serres in the 15th arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Vaugirard
2248,Jardin du Luxembourg - Paris,75005,5,40,2602,1,2,6,1.0,07/19/2024,"This bright , 1 Bedroom, apartment is located on rue des Fosses Saint Jacques in the 5th arrondissement, on the 6 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, cable, unlimited high speed internet access with the wifi, balcony, phone.",Panthéon
2249,Le Marais - Paris,75004,4,150,12366,2,4,1,0.0,08/16/2024,"This elegant 150 square meters , 2 Bedroom, apartment is located on rue des Francs Bourgeois in the 4th arrondissement, on the 1 st French floor of a 18th century walk up building and it sleeps 4 people. This apartment is equipped with : A/C, washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Hôtel-de-Ville
2250,Le Marais - Paris,75004,4,84,3430,2,4,5,1.0,07/19/2024,"This charming and modern 84 square meters , 2 Bedroom, apartment is located on rue des Francs Bourgeois in the 4th arrondissement, on the 5 th French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dryer, dishwasher, TV, decorative fireplace, unlimited high speed internet access with the wifi.",Hôtel-de-Ville
2251,Notre Dame - Paris,75005,5,65,6192,2,6,4,1.0,01-07-2024,"This charming and elegant 65 square meters , 2 Bedroom, apartment is located on rue de la Huchette in the 5th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 6 people. This apartment is equipped with : A/C (only in the bedroom 1 ), washer, dishwasher, cable, TV, unlimited high speed internet access, DVD.
Click here to take a virtual tour of this apartment.",Panthéon
2252,La Villette - Paris,75019,19,29,1249,1,2,4,1.0,07/27/2024,"This charming and tastefully decorated 29 square meters , Studio, apartment is located on rue Curial in the 19th arrondissement, on the 4 th French floor of a 21th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, unlimited high speed internet access with the wifi, balcony.",Buttes-Chaumont
2253,Quartier Latin - Paris,75005,5,23,1462,1,3,3,0.0,08-01-2024,"This charming and well located 23 square meters , Studio, apartment is located on rue de l Hotel Colbert in the 5th arrondissement, on the 3 rd French floor of a 18th century walk up building and it sleeps 3 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi, combo washer-dryer.",Panthéon
2254,Ile Saint Louis - Paris,75004,4,22,1400,1,2,0,0.0,09-02-2025,"This bright and well located 22 square meters , Studio, apartment is located on rue Saint Louis en l Île in the 4th arrondissement, on the ground floor building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, terrace.",Hôtel-de-Ville
2255,Miromesnil - Paris,75008,8,81,4386,2,5,5,1.0,01-07-2024,"This tastefully decorated 81 square meters , 2 Bedroom, apartment is located on rue Cambaceres in the 8th arrondissement, on the 5 th French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony, decorative fireplace.",Élysée
2256,Quartier Latin - Panthéon - Paris,75005,5,30,1700,1,2,6,1.0,07-06-2026,"This bright and well located 30 square meters , 1 Bedroom, apartment is located on rue de l ecole Polytechnique in the 5th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Panthéon
2257,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,62,2800,2,4,1,1.0,09-01-2024,"This 62 m², 3-room apartment is located on Boulevard Bineau in Neuilly-sur-Seine, on the 1st floor of a 20th century building. It can accommodate 4 people and is equipped with: a washing machine, a dryer, a dishwasher, cable channels, television, unlimited high-speed internet access with wifi, a stereo. Additionally, it is close to La Défense and Place de l'Etoile in Paris. It is also close to the Seine and the Ile de la Jatte, a 7-minute walk away. The shops on Rue de Chezy and Avenue du Roule are also nearby.",Hauts-de-Seine
2258,Quartier Latin - Saint Michel - Paris,75005,5,126,7311,3,6,6,1.0,11-01-2024,"This charming 126 square meters , 3 Bedroom, duplex apartment is located on rue des Grands Degres in the 5th arrondissement, on the 6th and 7th French floor of a 19th century building and it sleeps 6 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, DVD. It has an amazing view on Notre-Dame de Paris.
Click here to take a virtual tour of this apartment.",Panthéon
2259,Tuileries - Paris,75001,1,62,3090,2,4,4,0.0,09/30/2024,"This spacious and very well situated 62 square meters (carrez), and 70 square meters on the ground , 2 Bedrooms, duplex apartment is located on Rue de la Sourdière in the 1st arrondissement, on the 4 th French floor of a 18th century walk up building and it sleeps 4 people. This apartment is equipped with : Combo Washer-Dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Louvre
2260,Belleville - Paris,75010,10,20,940,1,2,5,0.0,10-10-2024,"This delightful and modern 20 square meters , Studio, apartment is located on Rue Sambre et Meuse in the 10th arrondissement, on the 5 th French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Entrepôt
2261,Canal Saint Martin - Paris,75019,19,20,968,1,1,7,1.0,12-01-2024,"This charming and delightful 20 square meters , Studio, apartment is located on avenue de Flandre in the 19th arrondissement, on the 7 th French floor of a 19th century building and it sleeps 1 people. This apartment is equipped with : cable, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Buttes-Chaumont
2262,Louvre - Paris,75001,1,20,1090,1,1,3,0.0,12/23/2024,"This tastefully decorated and very well situated 20 square meters , Studio, apartment is located on rue Saint Honore in the 1st arrondissement, on the 3 rd French floor walk up building and it sleeps 1 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Louvre
2263,Canal de l'Ourcq - Paris,75019,19,19,949,1,2,1,0.0,01-11-2025,"This 19 square meters , Studio, apartment is located on rue Bellot in the 19th arrondissement, on the 1 st French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi.",Buttes-Chaumont
2264,Le Marais - Paris,75003,3,45,1700,1,2,6,0.0,02-04-2025,"This luminous and well located 45 square meters , facing south 1 Bedroom, apartment is located on rue Montgolfier in the 3rd arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Temple
2265,Boulogne Billancourt,92100,92,35,1451,1,2,6,1.0,04-03-2025,"This spacious and luminous 35 square meters , Studio, apartment is located onin Boulogne Billancourt, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, balcony.",Hauts-de-Seine
2266,Louvre - Paris,75001,1,28,1613,1,2,4,0.0,01-07-2024,"This charming 28 square meters , 1 Bedroom, apartment is located on rue Sauval in the 1st arrondissement, on the 4 th French floor of a 18th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access, stereo.",Louvre
2267,La Muette - Paris,75016,16,18,1183,1,2,6,0.0,07/28/2025,"This charming and cozy 18 square meters , Studio, apartment is located on rue George Sand in the 16th arrondissement, on the 6 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access.",Passy
2268,Pereire - Paris,75017,17,24,1600,1,2,8,1.0,09-01-2025,"This tastefully decorated and comfortable 24 square meters , Studio, apartment is located on rue Philibert Delorme in the 17th arrondissement, on the 8 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : cable, TV, unlimited high speed internet access, 16 square meters terrace.",Batignolles-Monceau
2269,Les Gobelins - Paris,75013,13,18,978,1,1,6,1.0,now,"This cozy 18 square meters , Studio, apartment is located on boulevard de Port Royal in the 13th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 1 people. This apartment is equipped with : TV, unlimited high speed internet access.",Gobelins
