"Address","Price","Area","Floor","Property_Type","Bed","Rooms","Num_people","Link"
"Rue d'Aligre, 75012, Paris",1520,20,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/studio-20m-aligre/63c672b30a83251c3f1f7db9?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue de Sèvres, 75006, Paris",6224,90,3,"Apartment",4,4,4,"https://wunderflats.com/en/furnished-apartment/artistic-charm-in-the-city-skyline-4-rooms-90m/63c164ccac8791f4e9b3304f?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Boulevard Poissonnière, 75009, Paris",3580,92,5,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-flat-with-two-bedrooms-3-rooms-92m2/63bee5a5e232cecc0d5faeb3?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Mozart, 92110, Clichy",844,12,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-flat/65ddf5751beed0ec1d9d3cf1?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Boulevard des Filles du Calvaire, 75003, Paris",2300,42,3,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/filles-du-calvaire-1bdrm-apartment/65f054754bc7954830030804?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Dauphine, 75006, Paris",5778,82,2,"Apartment",3,3,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-appartment-3-rooms-82m-paris/63c15aa9ac8791f4e9b30a51?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue de Dunkerque, 75010, Paris",4241,65,0,"Apartment",NA,1,2,"https://wunderflats.com/en/furnished-apartment/mitma-1-bedroom-and-terrace-in-saint-vincent-de-paul-10-arr/669a7cf8f6db71d4daa334fd?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Feydeau, 75002, Paris",1917,22,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/perfect-studio-in-popular-area/63bfee27f5f8e1fb01b89f05?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue du Faubourg Saint-Denis, 75010, Paris",1022,14,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-14-m-room/65cf7742cfcf876b7d437c7e?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Boulevard de Courcelles, 75008, Paris",2210,30,3,"Apartment",2,1,4,"https://wunderflats.com/en/furnished-apartment/very-nice-flat-well-equipped-and-ideally-located/6557699079053c371d547e76?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Dupleix, 75015, Paris",2889,35,9,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/stylish-and-bright-1-bedroom-apartment-with-balcony-just-a-5-minute-stroll-from-the-champs-de-mars/64464c3b9f6207e812d30f85?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Leriche, 75015, Paris",2050,26,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cosy-little-flat-in-vaugirard/62f520268902bfd4240cb274?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue de Belfort, 75011, Paris",1636,20,2,"Apartment",2,1,2,"https://wunderflats.com/en/furnished-apartment/charming-mezzanine-studio-in-the-heart-of-the-11th-district-paris/64d3a817a39f8c40fcb8d996?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Réaumur, 75002, Paris",4222,60,2,"Apartment",4,3,3,"https://wunderflats.com/en/furnished-apartment/furnished-flat-for-4-people-metro-bonne-nouvelle/63c12453d1d7cbbe4f47f5e3?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue de Turbigo, 75003, Paris",2400,28,6,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/turbigo-bright-1bdrm-apartment/65f068204bc79548300388da?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue de l'Arc de Triomphe, 75017, Paris",2578,45,1,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/45-m-two-room-apartment-in-the-ternes-district-17th-arrondissement-of-paris/668e73a79b11cea2711ce5ce?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Cesária Évora, 75019, Paris",989,9,6,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-9-m-room/65cf652acfcf876b7d431b3f?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Lalande, 75014, Paris",2777,50,6,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/fully-equipped-charming-1-bedroom-apartment-in-the-14th-arrondissement/65e8339fa5942436121bcbf3?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Boulevard Chastenet de Géry, 94270, Le Kremlin-Bicêtre",822,10,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-10-m-room/661543395bbe2e1ab83f78a7?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue de Montreuil, 75011, Paris",1778,25,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-in-the-heart-of-pariss-11th-arrondissement/660ff98c39dee026b318146e?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Boulevard Richard-Lenoir, 75011, Paris",2333,33,3,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/charming-2-room-apartment-completely-refurbished-and-located-on-the-edge-of-the-marsh-and-bastille/63c7a3e7a5612ed9d8200429?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue Dauphine, 75006, Paris",1380,23,2,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/espace-intime-near-metro-odeon-paris/6543b9e9044e12cf0d93cad5?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue de l'Ourcq, 75019, Paris",3556,60,8,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/spacious-apartment-la-villette/63f3545053cd5e9bb441f371?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Passage Cottin, 75018, Paris",2889,31,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/lovely-one-bedroom-flat-near-sacre-coeur/65c236824aac09742b80bfd0?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue d'Hauteville, 75010, Paris",3778,58,2,"Apartment",3,3,5,"https://wunderflats.com/en/furnished-apartment/great-apartment-near-grands-boulevards/63ce5e58bd734f66d745e94c?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Avenue Jean Jaurès, 75019, Paris",1180,16,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/nice-studio-buttes-chaumont-wifi-tv-coffee-machine/667b41a7d473744c08784fdf?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Boulevard Saint-Germain, 75005, Paris",1624,12,5,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/charming-studio-on-the-5th-floor-your-cozy-retreat-in-paris-with-a-rooftop-view/64b66a49cd34c21cb90bd33f?from=2025-12-31&dataLayerKey=wexIM-EllFcxIllABvlnf"
"Rue des Vinaigriers, 75010, Paris",2500,30,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/apartment-2-rooms-30m-temple-republique/63c6776c43ef9d9a7904fb41?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue de Saintonge, 75003, Paris",2222,35,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/studio-charming-2-pax-oberkampfsaintonge/63cfcdad0ed975f39e5603ec?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue de Sévigné, 75004, Paris",6800,100,5,"Apartment",3,3,6,"https://wunderflats.com/en/furnished-apartment/id386-stunning-3bdr-maraisrue-de-sevigne/6568644ab21f82aafc3124f0?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Rambuteau, 75003, Paris",2788,50,2,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/rental-furnished-apartment-1-bedroom-50m-arts-et-metiers-beaubourg/63c16dc7b2a35180da5edf87?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Boulevard de Courcelles, 75008, Paris",3024,60,5,"Apartment",2,3,3,"https://wunderflats.com/en/furnished-apartment/beautiful-charming-home-close-to-city-center-paris/64833dcfe88ff8675937deca?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Chapon, 75003, Paris",3000,44,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/magnificent-apartment-just-a-stones-throw-from-chatelet-les-halles/647861d723981199c65b5455?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Saint-Maur, 75011, Paris",2333,26,5,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/quiet-apartment-in-vibrant-neighbourhood/63c51a507dd456f0d85b496c?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Amelot, 75011, Paris",4872,65,3,"Apartment",3,3,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-flat-3-rooms-65m-marais-bastille/63c17f03ac8791f4e9b3bb17?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue de Marignan, 75008, Paris",3788,40,5,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/spacious-studio-for-2-people-at-the-foot-of-the-champs-elyseeav-montaigne-fully-equipped-and-refurbished/63c7bbffa5612ed9d82064af?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue du Bailly, 93210, Saint-Denis",800,10,0,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-10m-cocoon/660c1c7d2510caf6e00461e1?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Square Vitruve, 75020, Paris",956,19,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-very-large-19m-bedroom/65ba5d42da05b1c41093b87d?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue de l'Arbalète, 75005, Paris",5040,98,5,"Apartment",3,3,5,"https://wunderflats.com/en/furnished-apartment/charming-furnished-3-bedroom-apartment-in-the-heart-of-latin-quarter/65f812a0f671202839fe0dbc?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue de Provence, 75009, Paris",4667,64,4,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/charming-suite-near-palais-garnier/6478492d23981199c65af269?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Boulevard Brune, 75014, Paris",1567,19,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-fully-equipped-19m2-studio-near-porte-de-vanves-close-to-transport-links/65377503b01b91d2a08cdcf8?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue de Belleville, 75020, Paris",1556,18,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cosy-studio-in-the-heart-of-belleville-close-to-transport/63c7c3bea5612ed9d8208c53?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Avenue de Breteuil, 75007, Paris",1390,20,7,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/studio-meuble-etudiant/666eb47d3f143a77b94aa778?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Mozart, 92110, Clichy",944,14,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-flat/65ddb40f1beed0ec1d9b814f?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Mozart, 92110, Clichy",967,15,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-flat/65ddb5351beed0ec1d9b87c2?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue de Marseille, 75010, Paris",2333,39,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/flat-near-republique/652d5174dc1c3e982e34552c?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Cité de la Chapelle, 75018, Paris",1022,16,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-large-16m-bedroom/65b3c8ffea5084abc95d0875?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Rambuteau, 75001, Paris",2000,36,7,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/awesome-cute-apartment-conveniently-located/65ffdb855f1979c669e6fc3e?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue du Cardinal Lemoine, 75005, Paris",1210,18,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/incredible-apartment-in-heart-of-paris/6605465b7d8115a5d6f20c84?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Boulevard de Sébastopol, 75001, Paris",4444,69,5,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/lovely-loft-near-the-seine/665ed1e8b19aaff88b30b50f?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Frémicourt, 75015, Paris",3100,34,4,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/elegant-apartment-10-min-from-eiffel-tower/6615c02d87956488e0c70a18?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue des Pyramides, 75001, Paris",1400,12,5,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/rental-furnished-appartment-studio-12m-vendome-tuileries/63bfd778f5f8e1fb01b81804?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue du Capitaine Morinet, 94270, Le Kremlin-Bicêtre",744,12,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-charming-12-m-bedroom-kremlin-bicetre/667eb86f4e5108c39050e319?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Pierre Fontaine, 75009, Paris",4111,60,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/charming-2-bedroom-apartment-with-modern-amenities/6668703fb9ae03303e0c6392?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Saint-Sauveur, 75002, Paris",2490,27,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/apartment-in-highly-demanded-district/63319de3402c5aa254f06a1c?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue du Commerce, 75015, Paris",2812,46,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/magnificent-flat-1bdr-rue-du-commerce/63cfb9382605349c68af645c?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue de Bourgogne, 75007, Paris",3700,85,2,"Apartment",2,3,2,"https://wunderflats.com/en/furnished-apartment/romantic-french-charm-in-an-excellent-but-quiet-location/6624e14c4c256c126c14dafa?from=2025-12-31&dataLayerKey=YL11vhNb5oNMkK4JV_-bE"
"Rue Saint-Dominique, 75007, Paris",2776,45,1,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/flat-45-m-invalides/655cd238bd980b15082f9718?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Washington, 75008, Paris",4087,55,1,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-flat-3-rooms-55m-champs-elysees/63c177bdac8791f4e9b39e29?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue de Bruxelles, 75009, Paris",2528,40,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/stylish-1-bedroom-apartment-with-high-speed-internet-and-great-location-pigalle/63cfa0739d6668e108475949?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Pierre Fontaine, 75009, Paris",3723,95,2,"Apartment",4,3,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-flat-3-rooms-95m-paris/63c136a1ac8791f4e9b25ee9?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue de Belleville, 75019, Paris",2340,32,8,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/modern-and-gorgeous-home-great-view/64e86b64c511e3c6af692bff?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Jean-Baptiste Pigalle, 75009, Paris",2649,48,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/apartment-2-rooms-48m-montmartre-pigalle/63c573e3207454cf33f7a754?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Villa Paul Verlaine, 75019, Paris",2100,40,1,"Apartment",2,3,2,"https://wunderflats.com/en/furnished-apartment/lovely-flat-in-countryside-corner-of-paris/6695090f59341d24746fe197?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue du Docteur Paquelin, 75020, Paris",1100,16,2,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/large-16m-bedroom-fully-furnished/65b11b5d15d281d1b05c2602?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue La Fayette, 75010, Paris",5900,110,3,"Apartment",3,4,6,"https://wunderflats.com/en/furnished-apartment/welcome-to-a-haussmannian-gem-3-bedroom-apartment-near-galeries-lafayette-and-opera/65a8f94104faa3661a2678e0?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Alibert, 75010, Paris",2778,42,3,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/suite-canal-meet-amelie-emily-and-arletty/6662d038b9becf96844a9720?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue de l'Arc de Triomphe, 75017, Paris",4444,64,3,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/beautiful-apartment-for-4-people-arc-de-triomphe/63c7ae24acbb564f0ddd0810?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue de La Jonquière, 75017, Paris",2667,40,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/cozy-urban-haven-well-appointed-40m-apartment/6657112ffb15899eee0318ba?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Avenue du Président Wilson, 93210, Saint-Denis",789,10,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-charming-room-in-saint-denis/65f47579c9da7600b2c00a01?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Mozart, 92110, Clichy",889,13,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-this-bright-13m-room-is-fully-furnished/65dc9843288d3115f93beb09?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Saint-Dominique, 75007, Paris",1833,18,5,"Apartment",1,2,1,"https://wunderflats.com/en/furnished-apartment/ideal-accommodation-for-students-and-young-workers-located-in-a-very-chic-and-pleasant-area/63c7ab78a5612ed9d8201b24?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Pierre Demours, 75017, Paris",2618,50,3,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/apartment-2-rooms-porte-maillot-etoile/63c7d12cdd0280e18da0f273?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue de Charonne, 75011, Paris",4038,35,2,"Apartment",NA,1,2,"https://wunderflats.com/en/furnished-apartment/beautiful-studio-paris-bastille/668fde0cd4a8a90fc3d56177?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue des Tournelles, 75003, Paris",2800,34,1,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/rental-furnished-apartment-2-rooms-34m-marais-bastille/63c02a882580326cc99c76a5?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Cesária Évora, 75019, Paris",811,9,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-9-m-room/65ce49900c6616400d36ebaa?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Chappe, 75018, Paris",2333,40,2,"Apartment",1,2,4,"https://wunderflats.com/en/furnished-apartment/amazing-aflat-montmartresacre-coeur/63c18521495d6e92b07a8561?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Victor Hugo, 92300, Levallois-Perret",911,10,7,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-large-10-m-bedroom/65e0bb861088668b1a38ffea?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Victor Hugo, 92120, Montrouge",1800,46,7,"Apartment",3,1,2,"https://wunderflats.com/en/furnished-apartment/charming-apartment-with-private-garden-in-quiet-neighborhood-5-minutes-from-mairie-de-montrouge-metro-paris/669a654fe7097dcd04b79821?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue du Dragon, 75006, Paris",4900,65,6,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/charming-2-bedrooms-in-the-hearth-of-st-germain-des-pres/6346a9d6790e749aa8793ddd?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Montmartre, 75002, Paris",2091,37,6,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/rental-furnished-appartment-2-rooms-37m-grands-boulevards-lafayette/63c011ee2580326cc99bee1f?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Jean Beausire, 75004, Paris",2389,30,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/charming-30m-parisian-apartment-in-the-heart-of-the-4th-arrondissement-explore-authentic-living-near-le-marais/65d4692314ef8f98e969bb57?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Avenue du Président Wilson, 93210, Saint-Denis",844,10,7,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-charming-10-m-room/66057d452c08207e6d3ebeee?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue de Berri, 75008, Paris",2500,35,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-35m2-studio-apartment-in-the-8th-arrondissement-of-paris-ideal-location-on-a-street-adjacent-to-the-champs-elysees/6537711fb01b91d2a08cc9d4?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue de Picpus, 75012, Paris",2333,32,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/1-br-apartment-quiet-and-refurbished/63c14c5f9ebf4425a8b61bd7?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue André Antoine, 75018, Paris",2111,35,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/chic-urban-retreat-bright-stylish-apartment-for-two/668d314c42cbc036b5c13a22?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue de Cléry, 75002, Paris",1950,28,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cozy-apartment-montorgueil-paris/66850eac90d2eff476070cf8?from=2025-12-31&dataLayerKey=FPTKHpayO11UBbW3KxQKv"
"Rue Cesária Évora, 75019, Paris",1033,11,6,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-a-cosy-11-m-bedroom/65c3bd36b4f59caae596df4b?from=2025-12-31&dataLayerKey=i5K7rHEo55c1GIUtvhAiB"
"Rue Bosquet, 75007, Paris",3840,50,3,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/pretty-one-bedroom-near-champ-de-mars/638dab07f8588a62c8862941?from=2025-12-31&dataLayerKey=i5K7rHEo55c1GIUtvhAiB"
"Rue de Bourgogne, 75007, Paris",3700,85,2,"Apartment",2,3,2,"https://wunderflats.com/en/furnished-apartment/romantic-french-charm-in-an-excellent-but-quiet-location/6624e14c4c256c126c14dafa?from=2025-12-31&dataLayerKey=i5K7rHEo55c1GIUtvhAiB"
"Rue Mozart, 92110, Clichy",844,10,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-apartment/65ddfd841beed0ec1d9d748a?from=2025-12-31&dataLayerKey=i5K7rHEo55c1GIUtvhAiB"
"Rue de Douai, 75009, Paris",1870,25,0,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/g/studio-with-sofa-bed-in-the-heart-of-paris-with-gym-communal-garden-and-coworking-space/2rqsGY51ckK-gyKbhOMhJ?from=2025-12-31&dataLayerKey=i5K7rHEo55c1GIUtvhAiB"
